Name,Genre,Publisher,ESRB_Rating,Developer,Critic_Score
The Incredible Hulk: Ultimate Destruction,Action,VU Games,T,Radical Entertainment,8.7
SNK Arcade Classics Vol. 1,Misc,SNK Playmore,T,Terminal Reality,6.7
Prince of Persia: The Two Thrones,Adventure,Ubisoft,M,Ubisoft Montreal,8.7
Phantasy Star Online Episode I & II,Role-Playing,Sega,T,Sonic Team,8.2
Metroid Prime: Federation Force,Action,Nintendo,T,Next Level Games,6.3
The Wizard of Oz: Beyond The Yellow Brick Road,Role-Playing,Xseed Games,E,Media.Vision,6.4
Blazing Dragons,Adventure,Mindscape,E,Illusions Game Company,6.6
MLB 13: The Show,Sports,Sony Computer Entertainment,E,SCE San Diego Studio,7.6
Darkstalkers Chronicle: The Chaos Tower,Fighting,Capcom,T,Capcom,7.5
Boktai: The Sun is in Your Hand,Role-Playing,Konami,E,Kojima Productions,7.8
Thor: God of Thunder,Action,Sega,T,Liquid Entertainment,3.7
Cave Story 3D,Platform,NIS America,E10,Nicalis,8.2
Shadow Hearts: From The New World,Role-Playing,Xseed Games,T,Nautilus,7.6
Mega Man Powered Up,Platform,Capcom,E,Capcom,8.7
Heroes of Mana,Strategy,Square Enix,E10,Brownie Brown,6.4
Adrenalin Misfits,Racing,Konami,E,Konami,4.7
Class of Heroes,Role-Playing,Atlus,T,ZeroDiv,5.4
Fatal Frame,Action,Tecmo,T,Tecmo,7.6
Rayman 3,Platform,Ubisoft,E,Ubisoft,7.9
The Fifth Element,Action,Activision,T,Kalisto,3.7
Gungnir,Role-Playing,Atlus,T,Sting,7.4
FIFA Street 2,Sports,EA Sports BIG,E,EA Canada,4.9
Wild ARMs 4,Role-Playing,Xseed Games,T,Media.Vision,6.6
Hexyz Force,Role-Playing,Atlus,T,Sting,6.7
Klonoa: Empire of Dreams,Platform,Namco,E,Namco,8.6
Championship Motocross 2001 featuring Ricky Carmichael,Racing,THQ,E,Funcom,6.8
World Championship Poker: Howard Lederer - All In,Misc,Crave Entertainment,T,Point of View,5.1
Power Stone,Fighting,Capcom,T,Capcom,8.6
Top Spin 4,Sports,2K Sports,E,2K Czech,4.0
Victorious Boxers: Revolution,Fighting,Xseed Games,T,Cavia Inc.,5.8
Gretzky NHL 06,Sports,Sony Computer Entertainment,E10,Page 44 Studios,5.8
Sphinx and the Cursed Mummy,Adventure,THQ,T,Eurocom Entertainment Software,8.4
South Park: The Fractured But Whole,Role-Playing,Ubisoft,M,Ubisoft San Francisco,9.5
Risen 2: Dark Waters,Role-Playing,Deep Silver,M,Piranha Bytes,5.5
TRINITY: Souls of Zill O'll,Role-Playing,Tecmo Koei,T,Omega Force,5.5
Virtua Tennis 4,Sports,Sega,E,Sega-AM2,5.2
Bravo Air Race,Racing,THQ,E,Xing Entertainment,5.3
The Granstream Saga,Role-Playing,THQ,T,Shade,7.6
Baldur's Gate: Dark Alliance,Role-Playing,Interplay,T,Snowblind Studios,7.7
Bio FREAKS,Action,Midway Games,M,Saffire Corporation,6.2
"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?",Role-Playing,NIS America,T,Acquire,6.9
The Operative: No One Lives Forever,Shooter,Sierra Entertainment,T,Monolith Productions,6.8
Dead or Alive 2,Fighting,Tecmo,T,Team Ninja,9.0
Ecco the Dolphin: Defender of the Future,Adventure,Acclaim Entertainment,E,Appaloosa Interactive,7.8
Jim Henson's the Muppets: On With the Show!,Action,TDK Mediactive,E,Vicarious Visions,6.3
Bottom of the 9th,Sports,Konami,E,Konami,8.0
NFL Blitz 20-03,Sports,Midway Games,E,Point of View,7.8
Eragon,Action,Sierra Entertainment,T,Stormfront Studios,4.2
Secret Agent Clank,Platform,Sony Computer Entertainment,E10,High Impact Games,7.0
BIT.TRIP SAGA,Platform,Aksys Games,E,Gaijin Games Inc.,7.5
How to Train Your Dragon,Action,Activision,E10,Etranges Libellules,4.6
Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation,Fighting,Bandai,T,Aki Corporation,8.0
4X4 EVO 2,Racing,VU Games,E,Terminal Reality,5.1
Rodea the Sky Soldier,Action-Adventure,NIS America,E10,Kadokawa Games,7.0
NBA 2K13,Sports,2K Sports,E,Visual Concepts,7.6
Hard Rock Casino,Misc,Crave Entertainment,T,Crave Entertainment,3.8
Fear Factor: Unleashed,Action,Hip Interactive,T,Arush Entertainment,3.0
Robots,Action,VU Games,E,Amaze Entertainment,4.5
Valhalla Knights: Eldar Saga,Role-Playing,Xseed Games,T,K2 / Kurogane,3.5
Bust-A-Move Deluxe,Puzzle,Majesco,E,Dreams,7.1
Scene It? Bright Lights! Big Screen!,Misc,Warner Bros. Interactive,T,Screenlife Games,6.2
Vampire Night,Shooter,Namco,T,Wow Entertainment,6.4
Metal Slug 7,Shooter,Ignition Entertainment,T,SNK Playmore Corporation,6.9
World Championship Poker 2: Featuring Howard Lederer,Misc,Crave Entertainment,T,Point of View,7.0
Disney's Cinderella: Magical Dreams,Platform,Buena Vista,E,Culture Brain,6.0
MotoGP '06,Racing,THQ,E,Climax Studios,8.3
Naruto Shippuden: Kizuna Drive,Action,Namco Bandai,T,Bandai Namco Games,7.0
X-Blades,Action,SouthPeak Interactive,M,Gaijin Entertainment,5.9
Rogue Warrior,Shooter,Bethesda Softworks,M,Rebellion Developments,2.5
Kung Fu Panda 2,Action,THQ,E10,THQ,3.0
James Bond 007: Nightfire,Shooter,Electronic Arts,T,JV Games,7.2
Castlevania Chronicles,Platform,Konami,T,Konami Computer Entertainment Tokyo,7.2
My Spanish Coach,Misc,Ubisoft,E,Sensory Sweep Studios,7.0
Baseball Advance,Sports,THQ,E,Smilebit,8.3
Red Orchestra 2: Heroes of Stalingrad,Shooter,Tripwire Interactive,M,Tripwire Interactive,7.7
Destroy All Humans! Big Willy Unleashed,Action,THQ,T,Locomotive Games,5.3
Lord of the Rings: Tactics,Strategy,Electronic Arts,T,Amaze Entertainment,6.9
Divinity II: The Dragon Knight Saga,Role-Playing,Atlus,M,Larian Studios,7.5
Azure Dreams,Role-Playing,Konami,E,Konami Computer Entertainment Tokyo,7.4
Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,Role-Playing,Atlus,M,Atlus Co.,8.0
Castrol Honda Superbike Racing,Racing,Electronic Arts,E,Midas Interactive Entertainment,3.9
Anno 1701: Dawn of Discovery,Simulation,Ubisoft,E,Sunflower Studios,8.0
Phantom Brave: We Meet Again,Role-Playing,NIS America,T,Nippon Ichi Software,7.6
Nickelodeon Kart Racers,Racing,GameMill Entertainment,E,Solutions 2 Go,2.0
Rumble Roses XX,Fighting,Konami,M,Yuke's Future Media Creators,6.5
Yu-Gi-Oh! GX: Tag Force,Strategy,Konami,E,Konami,6.0
Men of War: Vietnam,Strategy,1C Company,T,1C Company,7.2
Dead to Rights: Reckoning,Shooter,Namco,M,Rebellion Developments,5.2
Fire ProWrestling,Fighting,BAM! Entertainment,T,Spike,8.0
The House of the Dead,Shooter,Sega,M,Tantalus Interactive,7.5
RollerCoaster Tycoon,Strategy,Atari,E,Atari,5.5
Hitman 2: Silent Assassin,Action,Eidos Interactive,M,IO Interactive,8.3
Ape Escape 3,Platform,Sony Computer Entertainment,E10,SCE Japan Studio,7.8
Digimon Racing,Racing,Bandai,E,Griptonite Games,6.0
Eat Lead: The Return of Matt Hazard,Shooter,D3 Publisher,T,Vicious Cycle,5.3
Iridion II,Shooter,Majesco,E,Shin'en GmbH,7.9
Star Wars: Lethal Alliance,Adventure,Ubisoft,T,Ubisoft Montreal,6.3
Street Fighter IV,Fighting,Capcom,T,Capcom / Dimps Corporation,9.1
Summon Night: Twin Age,Role-Playing,Atlus,E10,Flight-Plan,7.3
Destroy All Humans! Path of the Furon,Action,THQ,T,Sandblast Games,4.1
Fat Princess: Fistful of Cake,Action,Sony Computer Entertainment,T,SuperVillain Studios,7.0
Shin Megami Tensei: Digital Devil Saga,Role-Playing,Atlus,M,Atlus Co.,7.6
The Misadventures of P.B. Winterbottom,Puzzle,2K Games,E,The Odd Gentlemen,8.1
Sega GT,Racing,Sega,E,TOSE Software,7.8
Dokapon Kingdom,Role-Playing,Atlus,E10,Sting,7.2
Portal Runner,Platform,3DO,E,3DO,6.7
Warriors Orochi 2,Action,KOEI,T,Omega Force,4.3
Spartan: Total Warrior,Action,Sega,M,The Creative Assembly,7.0
Monopoly Party,Misc,Infogrames,E,Runecraft,7.3
Classic NES Series: Dr. Mario,Puzzle,Nintendo,E,Nintendo EAD,6.1
Kelly Slater's Pro Surfer,Sports,Activision,E,HotGen Studios,8.0
Shin Megami Tensei: Devil Survivor 2 Record Breaker,Role-Playing,Atlus,T,Atlus,8.4
X-Men: Next Dimension,Fighting,Activision,T,EXAKT Entertainment,7.0
Everybody Dance,Music,Sony Computer Entertainment,T,SCEE London Studio,6.5
Etrian Odyssey 2 Untold: Knight of Fafnir,Role-Playing,Atlus,T,Atlus,8.0
Little Dragons Café,Simulation,Aksys Games,E10,Aksys Games,7.0
Brothers in Arms: Double Time,Shooter,Ubisoft,M,Gearbox Software,4.6
Freedom Fighters,Shooter,Electronic Arts,T,IO Interactive,8.8
Mega Man X Collection,Misc,Capcom,E,Capcom,7.5
Teenage Mutant Ninja Turtles: Arcade Attack,Action,Ubisoft,E10,Ubisoft,4.3
Record of Agarest War Zero,Strategy,Aksys Games,T,Compile Heart,6.2
Diner Dash: Sizzle & Serve,Puzzle,Eidos Interactive,E,Game Lab / Play First,5.9
Disney's Atlantis: The Lost Empire,Platform,THQ,E,3d6 Games,6.0
Zero Escape: Zero Time Dilemma,Adventure,Aksys Games,M,Chime,7.7
Mega Man X: Command Mission,Role-Playing,Capcom,E,Capcom,7.2
Classic NES Series: Xevious,Shooter,Nintendo,E,Nintendo,6.4
Galidor: Defenders of the Outer Dimension,Action,Electronic Arts,E,Tiertex Design Studios,5.9
Are You Smarter than a 5th Grader? Game Time,Puzzle,THQ,E,THQ,4.0
Pryzm Chapter One: The Dark Unicorn,Adventure,TDK Mediactive,T,Digital Illusions,6.3
Go! Sudoku,Puzzle,Ubisoft,E,Sumo Digital,6.8
Venetica,Role-Playing,Atari,T,DECK13 Interactive,5.0
Echo Night,Adventure,Agetec,T,From Software,6.3
Colony Wars III: Red Sun,Simulation,Midway Games,E,Psygnosis,8.1
Makai Kingdom: Chronicles of the Sacred Tome,Role-Playing,NIS America,T,Nippon Ichi Software,7.9
Bomberman Party Edition,Puzzle,Vatical Entertainment,E,Metro,7.9
Undead Knights,Action,Tecmo,M,Team Tachyon,6.6
EA Replay,Action,Electronic Arts,T,Unknown,5.0
Dance Paradise,Misc,THQ,T,Smackdown Productions,7.0
Conduit 2,Shooter,Sega,T,High Voltage Software,6.3
"Snipperclips Plus: Cut It Out, Together!",Puzzle,Nintendo,E,SFB Games,8.2
Cel Damage,Racing,Electronic Arts,T,Pseudo Interactive,5.7
Geometry Wars: Galaxies,Shooter,Sierra Entertainment,E,Kuju Entertainment,8.0
Lunar: Dragon Song,Role-Playing,Ubisoft,E10,Game Arts / Japan Art Media (JAM),5.9
Picross 3D Round 2,Puzzle,Nintendo,E,HAL Laboratory,8.6
Rocket: Robot on Wheels,Platform,Ubisoft,E,Sucker Punch,8.3
College Hoops 2K6,Sports,2K Sports,E,Visual Concepts,6.5
Spider-Man: Edge of Time,Adventure,Activision,T,Beenox,5.5
Academy of Champions: Soccer,Sports,Ubisoft,E,Ubisoft Vancouver,7.1
The Sky Crawlers: Innocent Aces,Simulation,Xseed Games,T,Project ACES,7.3
Jaws: Ultimate Predator,Action,Majesco,M,n-Space,4.0
Power Gig: Rise of the SixString,Misc,Unknown,T,Seven45 Studios,3.0
Burning Road,Racing,Playmates,E,Toka,6.0
Sonic Adventure 2,Platform,Sega,E,Sonic Team,8.9
The Bible Game,Misc,Crave Entertainment,E,Crave Entertainment,3.5
Akuji the Heartless,Platform,Eidos Interactive,T,Crystal Dynamics,6.7
NBA 2K2,Sports,Sega,E,Visual Concepts,8.8
Jeremy McGrath Supercross World,Racing,Acclaim Entertainment,E,Acclaim Entertainment,2.7
SimAnimals Africa,Simulation,Electronic Arts,E,The Sims Studio,5.5
Raiden IV,Shooter,UFO Interactive,E10,Moss,7.0
Payday 2,Shooter,505 Games,M,Overkill Software,5.0
Battles of Prince of Persia,Strategy,Ubisoft,E10,Ubisoft Montreal,5.6
Lost in Shadow,Platform,Hudson Soft,E10,Hudson Soft,6.7
Call of Juarez: The Cartel,Shooter,Ubisoft,M,Techland,4.5
MLB 14 The Show,Sports,Sony Computer Entertainment America,E,SCE San Diego Studio,7.1
FIFA Soccer,Sports,Electronic Arts,E,EA Canada,7.8
GT Advance 2: Rally Racing,Racing,THQ,E,MTO,7.6
Tom Clancy's EndWar,Strategy,Ubisoft,T,Funatics Software,6.7
Darkspore,Role-Playing,Electronic Arts,T,Maxis,6.6
Zubo,Misc,Electronic Arts,E10,EA Bright Light,7.5
A Witch's Tale,Role-Playing,NIS America,E10,Hit Maker,5.0
The Alliance Alive,Role-Playing,Atlus,E10,Cattle Call,7.3
Classic NES Series: Bomberman,Puzzle,Nintendo,E,Hudson Soft,5.4
Phantasy Star Collection,Role-Playing,THQ,E,Digital Eclipse,7.9
Dead Cells,Action,Merge Games,T,Motion Twin,9.3
Retro Game Challenge,Action,Xseed Games,E,Bandai Namco Games,8.1
Tom Clancy's Splinter Cell Trilogy,Action,Ubisoft,M,Ubisoft,6.5
BoomBots,Fighting,SouthPeak Interactive,T,The Neverhood,4.5
Phantom Dust,Action,Majesco,T,Microsoft Game Studios,8.2
Namco Museum Arcade Pac,Misc,Bandai Namco Entertainment,T,Bandai Namco,7.8
de Blob 2,Platform,THQ,E,Blue Tongue,7.5
Dementium II,Shooter,SouthPeak Interactive,M,Renegade Kid,7.5
TMNT,Action,Ubisoft,E10,Ubisoft Montreal,3.6
Ring of Red,Strategy,Konami,T,Konami,8.0
18 Wheeler: American Pro Trucker,Racing,Acclaim Entertainment,E,Acclaim Studios Cheltenham,5.0
Mana Khemia: Student Alliance,Role-Playing,Nippon Ichi Software,E10,Gust,3.2
The King of Fighters '99,Fighting,Agetec,T,SNK Corporation,7.0
FIFA Soccer 06,Sports,EA Sports,E,EA Canada,7.6
Deus Ex: Human Revolution,Shooter,Square Enix,M,Eidos Interactive,8.6
Gabrielle's Ghostly Groove 3D,Adventure,Natsume,E,Natsume,7.5
Calling,Adventure,Hudson Soft,T,Hudson Soft,4.8
Disney's Peter Pan: Return to Never Land,Platform,Disney Interactive Studios,E,Crawfish Interactive,4.0
Cloudy With A Chance of Meatballs,Adventure,Ubisoft,E,Ubisoft Shanghai,6.7
Green Lantern: Rise of the Manhunters,Action,Warner Bros. Interactive,E10,Griptonite Games,5.5
Contra Advance: The Alien Wars EX,Shooter,Konami,E,Konami,6.7
Master of the Monster Lair,Role-Playing,Atlus,E10,Global A Entertainment,6.9
Army Men: RTS,Strategy,3DO,T,Pandemic Studios,6.1
Shadow of Destiny,Adventure,Konami,T,Konami,6.8
Mortal Kombat: Deception,Fighting,Midway Games,M,Midway Games,7.2
Brave Story: New Traveler (US sales),Role-Playing,Xseed Games,E10,Game Republic,7.5
Odama,Misc,Nintendo,E10,VIVARIUM Inc.,6.5
Pinball Hall of Fame: The Williams Collection,Misc,Crave Entertainment,E10,FarSight Studios,8.0
Batman & Robin,Action,Acclaim Entertainment,T,Probe,5.4
Fighting Force 64,Action,Crave Entertainment,T,Core Design Ltd.,5.2
Spyborgs,Action,Capcom,T,Bionic Games,6.3
Wolfenstein II: The New Colossus,Shooter,Bethesda Softworks,M,MachineGames,8.3
Night at the Museum: Battle of the Smithsonian,Action,Majesco,E10,"Pipeworks Software, Inc.",5.4
Bodycount,Shooter,Codemasters,M,Guildford Studio,4.8
Breakout,Puzzle,Hasbro Interactive,E,Supersonic Software,4.9
Death Jr.: Root of Evil,Platform,Eidos Interactive,T,Backbone Entertainment,7.3
"Prinny 2: Dawn of Operation Panties, Dood!",Platform,NIS America,T,Nippon Ichi Software,6.3
Panzer Dragoon Saga,Role-Playing,Sega,T,Team Andromeda,9.1
The Scorpion King: Rise of the Akkadian,Action,Universal Interactive,T,Point of View,5.2
Prinny: Can I Really Be the Hero?,Platform,NIS America,T,Nippon Ichi Software,7.2
Pimp My Ride,Racing,Activision,T,Eutechnyx,3.8
Pokemon Rumble World,Action,Nintendo,E10,Ambrella,7.0
Ty the Tasmanian Tiger 2: Bush Rescue,Platform,Electronic Arts,E,Krome Studios,6.9
BlazBlue: Continuum Shift II,Fighting,Aksys Games,T,Arc System Works,6.0
The Polar Express,Adventure,THQ,E,Blue Tongue,3.3
Frogger: Helmet Chaos,Platform,Konami,E,Konami Computer Entertainment Hawaii,7.0
Arcade Party Pak,Misc,Midway Games,T,Digital Eclipse,7.6
Planet 51,Action,Sega,E,Pyro Studios,5.7
Railroad Tycoon II,Strategy,Take-Two Interactive,E,Take-Two Interactive,6.6
The BIGS,Sports,2K Sports,E,Blue Castle Games,7.6
Rengoku: The Tower of Purgatory,Action,Konami,M,Neverland,4.7
Dynasty Warriors Advance,Action,Nintendo,E10,Koei,5.2
FIFA World Cup Germany 2006,Sports,EA Sports,E,EA Canada,6.5
"Sakura Wars: So Long, My Love",Role-Playing,NIS America,T,RED Entertainment,7.4
Rome: Total War,Strategy,Activision,T,The Creative Assembly,9.0
Carnage Heart,Strategy,Sony Computer Entertainment,E,ArtDink,7.1
"Grand Theft Auto: Mission Pack #1, London 1969",Adventure,Rockstar Games,M,DMA Design,6.7
Trauma Center: Under the Knife 2,Simulation,Atlus,T,Atlus Co.,8.2
Dark Souls: Remastered,Role-Playing,Bandai Namco Entertainment,M,From Software,8.0
Brunswick Circuit Pro Bowling 2,Sports,THQ,E,Adrenalin Entertainment,7.0
The Godfather: Mob Wars,Action,Electronic Arts,M,Page 44,6.2
Puzzle Chronicles,Puzzle,Konami,E10,Infinite Interactive,6.5
The First Templar,Adventure,Kalypso,T,Haemimont Games,7.0
Banjo-Pilot,Racing,THQ,E,Rare Ltd.,6.2
Tom Clancy's Splinter Cell: Conviction,Action,Ubisoft,M,Ubisoft Montreal,8.0
Tom Clancy's Splinter Cell: Chaos Theory,Action,Ubisoft,M,Ubisoft Montreal,7.8
JU-ON: The Grudge,Adventure,Xseed Games,M,FeelPlus,4.0
Gretzky NHL,Sports,Sony Computer Entertainment,E,989 Sports,6.0
Stardew Valley,Simulation,505 Games,E10,ConcernedApe,8.8
Disgaea Infinite,Adventure,NIS America,T,Nippon Ichi Software,6.8
Phantom Brave: The Hermuda Triangle,Role-Playing,NIS America,T,Nippon Ichi Software,7.2
Riviera: The Promised Land,Role-Playing,Atlus,T,Sting,8.7
Yu-Gi-Oh! 5D's Wheelie Breakers,Racing,Konami,E,Konami,7.5
Vandal Hearts II,Strategy,Konami,M,Konami,7.2
Astro Boy: The Video Game,Action,D3 Publisher,E,Art Corporation,4.4
Marvel Super Hero Squad: The Infinity Gauntlet,Action,THQ,E10,THQ,4.8
The Book of Unwritten Tales,Adventure,DreamCatcher Interactive,T,KING Art Games,7.9
Miami Law,Adventure,Hudson Entertainment,T,Gaijinworks,5.5
The King of Fighters: Dream Match 1999,Fighting,SNK,T,SNK Corporation,7.2
Dungeons & Dragons Tactics,Strategy,Atari,T,Kuju Entertainment,5.2
Agatha Christie: The ABC Murders,Adventure,DreamCatcher Interactive,T,DreamCatcher Interactive,6.0
Blue Stinger,Adventure,Activision,M,Climax Entertainment,6.7
The Elder Scrolls Online: Summerset,MMO,Bethesda Softworks,M,ZeniMax Online Studios,7.5
Hunter: The Reckoning,Action,Interplay,M,High Voltage Software,7.1
Baten Kaitos Origins,Role-Playing,Nintendo,T,tri-Crescendo / Monolith Soft,7.5
Surf's Up,Sports,Ubisoft,E10,Ubisoft Montreal,6.2
X-Men: The Official Game,Action,Activision,T,"Z-Axis, Ltd.",4.8
Guitar Hero: Van Halen,Misc,Activision,T,Neversoft Entertainment,4.9
Beach Spikers: Virtua Beach Volleyball,Sports,Sega,E,Sega-AM2,7.1
Bullet Witch,Shooter,Atari,M,Cavia Inc.,6.6
Aidyn Chronicles: The First Mage,Role-Playing,THQ,T,H2O Interactive,6.0
Lode Runner 3-D,Action,Infogrames,E,Big Bang,7.0
Disney's The Jungle Book,Platform,Ubisoft,E,Visual Impact,5.0
Marvel vs. Capcom: Clash of Super Heroes,Fighting,Capcom,T,Capcom,8.5
NBA Ballers: Rebound,Sports,Midway Games,E,Backbone Entertainment,7.3
NHL 2K6,Sports,2K Sports,E10,Kush Games,7.3
Dragon Ball: Evolution,Fighting,Namco Bandai,T,Dimps Corporation,3.4
"Warhammer 40,000: Dawn of War II - Chaos Rising",Strategy,THQ,M,Relic,8.6
Cubic Ninja,Platform,Ubisoft,E,AQ Interactive,5.5
Harry Potter and the Deathly Hallows - Part 2,Action,Electronic Arts,E10,EA Bright Light,4.3
Opoona,Role-Playing,KOEI,E10,ArtePiazza,6.4
Universal Studios Theme Parks Adventure,Misc,Kemco,T,Kemco,5.1
Harvest Moon: Frantic Farming,Puzzle,Natsume,E,Natsume,7.0
Blue Dragon: Awakened Shadow,Role-Playing,D3 Publisher,E10,Mistwalker Corporation / tri-Crescendo / Bird Studio,5.7
Cartoon Network: Punch Time Explosion,Fighting,Crave Entertainment,E10,Papaya Studios,5.6
Dead or Alive 5 Plus,Fighting,Tecmo Koei,M,Team Ninja,8.0
Shadow Tower,Role-Playing,Agetec,T,From Software,5.7
Classic NES Series: Excitebike,Racing,Nintendo,E,Nintendo,6.4
The Legend of Heroes: Trails in the Sky,Role-Playing,Xseed Games,T,Nihon Falcom Corporation,8.1
Shantae and the Pirate's Curse,Platform,WayForward Technologies,E10,WayForward Technologies,7.7
Ar tonelico: Melody of Elemia,Role-Playing,Nippon Ichi Software,T,Gust,7.0
NASCAR,Racing,EA Sports,E,EA Tiburon,7.2
Darkest of Days,Shooter,Phantom EFX,M,8MonkeyLabs,4.6
Castlevania Double Pack,Platform,Konami,T,KCET,9.0
Ballistic: Ecks vs. Sever,Shooter,BAM! Entertainment,T,Crawfish Interactive,7.3
"Blast Works: Build, Trade, Destroy",Shooter,Majesco,E,BudCat Creations,8.2
Steel Battalion,Simulation,Capcom,T,"Capcom Production Studio 4 / Nude Maker Co., Ltd.",7.7
MindJack,Shooter,Square Enix,M,FeelPlus,4.5
Rocky,Fighting,Ubisoft,T,Steel Monkeys,7.0
Dungeons,Strategy,Kalypso,M,Kalypso Media,6.5
The Legend of Heroes: A Tear of Vermillion,Role-Playing,Bandai,T,Microvision,6.9
Bladestorm: The Hundred Years' War,Action,KOEI,T,Omega Force,6.9
Altered Beast: Guardian of the Realms,Action,THQ,T,3d6 Games,6.5
Psychonauts,Platform,Majesco,T,Double Fine Productions,8.6
Alien Hominid,Shooter,O3 Entertainment,T,The Behemoth,8.3
Ultimate Mortal Kombat,Fighting,Midway Games,M,Other Ocean Interactive,7.3
Ninja Gaiden Black,Action,Tecmo,M,Team Ninja,9.5
Driver: Renegade,Racing,Ubisoft,M,Ubisoft,3.5
I-Ninja,Platform,Namco,T,Argonaut Games,7.2
Age of Empires II: The Age of Kings,Strategy,Microsoft,T,Ensemble Studios,9.3
Jimmie Johnson's Anything With an Engine,Racing,Konami,E10,Isopod Labs,7.3
echochrome,Puzzle,Sony Computer Entertainment,E,SCE Japan Studio,7.6
Halo 2,Shooter,Microsoft Game Studios,M,Hired Gun,6.9
Wild ARMs: Alter Code F,Role-Playing,Agetec,T,Media.Vision,7.2
Bomberman Max 2: Blue Advance,Puzzle,Majesco,E,Hudson Soft,7.3
Hearts of Iron III,Strategy,Paradox Interactive,E10,Paradox Interactive,7.9
GripShift,Racing,Sony Computer Entertainment,E,Sidhe Interactive,7.1
Skies of Arcadia,Role-Playing,Sega,T,Overworks,9.2
Puchi Puchi Virus,Puzzle,NIS America,E,Keys Factory,7.4
Def Jam Fight For NY: The Takeover,Action,Electronic Arts,M,Aki Corp,8.0
The Amazing Spider-Man (2012),Action-Adventure,Activision,T,Beenox,6.0
Last Rebellion,Role-Playing,NIS America,T,Hit Maker,4.8
Obscure: The Aftermath,Adventure,Playlogic Game Factory,M,Hydravision Entertainment,6.5
Astro Boy: Omega Factor,Action,Sega,E,Hitmaker,8.8
Brain Age: Concentration Training,Education,Nintendo,E,Nintendo,7.5
Import Tuner Challenge (American sales),Racing,Ubisoft,E,Genki,6.4
Batman Beyond: Return of the Joker,Action,Ubisoft,E,Kemco,2.0
Zoids Assault,Strategy,Atlus,T,Atlus Co.,5.2
Mystic Heroes,Action,KOEI,T,Koei,6.8
Ratchet & Clank Future: Quest for Booty,Platform,Sony Computer Entertainment,E10,Insomniac Games,7.7
Mahjong Cub3D,Puzzle,Atlus,E,SunSoft,6.9
Dark Angel: Vampire Apocalypse,Role-Playing,Metro 3D,T,Metro3D,4.6
Supreme Commander,Strategy,Aspyr,E10,Gas Powered Games,5.7
BIT.TRIP COMPLETE,Misc,Aksys Games,E,Gaijin Games Inc.,8.1
Ikaruga,Shooter,Atari,E,"Treasure Co., Ltd.",8.0
Ys I & II Chronicles,Role-Playing,Xseed Games,T,Nihon Falcom Corporation,6.4
Harvest Moon: Boy & Girl,Simulation,Natsume,E,Marvelous Interactive,6.1
Attack on Titan 2,Action,Koei Tecmo,M,Omega Force,7.0
Battle Fantasia,Fighting,Aksys Games,T,Arc System Works,7.0
Spectral Force 3,Role-Playing,Atlus,T,XPEC Entertainment,5.9
Digimon World 4,Role-Playing,Bandai,E,Bandai,5.2
Rock Band 3,Misc,MTV Games,E10,Harmonix Music Systems,8.5
Henry Hatsworth in the Puzzling Adventure,Puzzle,Electronic Arts,E,EA Tiburon,9.1
NBA 2K18,Sports,2K Sports,E10,Visual Concepts,7.0
Major League Baseball 2K7,Sports,2K Sports,E,Visual Concepts,6.3
Data East Arcade Classics,Misc,Majesco,T,G1M2,5.0
ShellShock 2: Blood Trails,Shooter,Eidos Interactive,M,Rebellion Developments,3.2
Captain America: Super Soldier,Action,Sega,T,Sega,5.0
F.E.A.R. Files,Shooter,Sierra Entertainment,M,TimeGate Studios/Day 1 Studios,6.9
ChuChu Rocket!,Puzzle,Sega,E,Sonic Team,8.1
Codename Tenka,Shooter,Sony Computer Entertainment,M,Psygnosis,7.0
Major League Baseball 2K9,Sports,2K Sports,E,Visual Concepts,6.0
Killer7,Action,Capcom,M,Grasshopper Manufacture,6.5
50 Cent: Bulletproof,Action,Vivendi Games,M,High Voltage Software,5.5
MetropolisMania,Strategy,Natsume,T,Indi Software,6.8
Shin Megami Tensei: Devil Summoner - Raidou Kuzunoha vs the Soulless Army,Role-Playing,Atlus,M,Atlus Co.,7.4
Ephemeral Fantasia,Role-Playing,Konami,T,Konami,5.7
Nano Assault,Shooter,Majesco,E10,Shin'en Multimedia,6.0
Koudelka,Role-Playing,SNK,M,Sacnoth,6.5
America's Army: True Soldiers,Shooter,Ubisoft,T,Red Storm Entertainment,4.5
Frantix,Puzzle,Sony Online Entertainment,E,Killer Game,5.4
Knights in the Nightmare,Role-Playing,Atlus,T,Sting,7.5
Cloudy With a Chance of Meatballs,Adventure,Ubisoft,E,Ubisoft Shanghai,6.0
Bomberman Jetters,Puzzle,Majesco,E,Hudson Soft,7.2
Gray Matter,Adventure,Viva Media,T,Wizarbox Studios,7.3
Air Conflicts: Secret Wars,Simulation,Kalypso,T,Games Farm,6.0
Armorines: Project S.W.A.R.M.,Shooter,Acclaim Entertainment,T,Probe Entertainment,3.2
Gundam Seed: Battle Assault,Fighting,Bandai,T,Bandai,6.5
Shining Force: Resurrection of the Dark Dragon,Role-Playing,Atlus,T,Amusement Vision,7.8
Gradius Galaxies,Shooter,Konami,E,Mobile 21,7.8
Shin Megami Tensei: Digital Devil Saga 2,Role-Playing,Atlus,M,Atlus Co.,8.1
