Name,Genre,Publisher,ESRB_Rating,Developer,Critic_Score
THE GODFATHER II,Adventure,Electronic Arts,M,EA Redwood Shores,6.2
STAR OCEAN: THE LAST HOPE,Role-Playing,Square Enix,T,tri-Ace,7.3
MADWORLD,Action,Sega,M,PlatinumGames,8.1
TOO HUMAN,Role-Playing,Microsoft Game Studios,T,Silicon Knights,6.5
DJ HERO 2,Misc,Activision,T,FreeStyle Games,8.4
THE WORLD ENDS WITH YOU,Role-Playing,Square Enix,T,Square Enix,8.6
NEED FOR SPEED: PROSTREET,Racing,Electronic Arts,E,EA Black Box,5.6
WORMS: OPEN WARFARE,Strategy,THQ,E10,Team17 Software,6.9
LIPS,Misc,Microsoft Game Studios,T,iNiS,7.1
ANDRETTI RACING,Racing,EA Sports,E,Stormfront Studios,7.3
PERFECT DARK ZERO,Shooter,Microsoft Game Studios,M,Rare Ltd.,8.1
GHOST SQUAD,Shooter,Sega,T,Polygon Magic,7.0
CONKER'S BAD FUR DAY,Platform,Rare,M,Rare Ltd.,9.2
THE SIMS 3,Simulation,Electronic Arts,T,The Sims Studio,5.6
TWISTED METAL: HEAD ON,Action,Sony Computer Entertainment,T,Incognito Inc.,7.5
DRAGON BALL: RAGING BLAST,Fighting,Namco Bandai,T,Spike,5.6
NEED FOR SPEED: UNDERCOVER,Racing,Electronic Arts,T,Piranha Games,5.4
MAXIMO: GHOSTS TO GLORY,Platform,Capcom,T,Capcom,8.7
DONKEY KONG COUNTRY 3,Platform,Nintendo,E,Rare Ltd.,7.5
UNLIMITED SAGA,Role-Playing,Square Enix,T,SquareSoft,4.9
POKEMON DASH,Racing,Nintendo,E,Ambrella,5.3
SONIC & SEGA ALL-STARS RACING WITH BANJO-KAZOOIE,Racing,Sega,E,Sumo Digital,7.7
BANJO-KAZOOIE: NUTS & BOLTS,Platform,Microsoft Game Studios,E10,Rare Ltd.,8.0
TOY STORY 3: THE VIDEO GAME,Action,Disney Interactive Studios,E10,Avalanche Software,7.5
JUST DANCE 2018,Music,Ubisoft,E10,Ubisoft Paris,8.0
POKEPARK 2: WONDERS BEYOND,Action-Adventure,Nintendo,E,Creatures Inc.,6.5
MARVEL VS. CAPCOM 2,Fighting,Capcom,T,Capcom,8.2
HARRY POTTER AND THE HALF-BLOOD PRINCE,Action,Electronic Arts,E10,Bright Light Productions,6.0
LOST PLANET 2,Shooter,Capcom,T,Capcom,6.5
KANE & LYNCH: DEAD MEN,Shooter,Eidos Interactive,M,IO Interactive,6.8
GENJI: DAYS OF THE BLADE,Action,Sony Computer Entertainment,T,Game Republic,5.0
DRAWN TO LIFE: THE NEXT CHAPTER,Puzzle,THQ,E,Planet Moon Studios,5.8
FIRE EMBLEM ECHOES: SHADOWS OF VALENTIA,Role-Playing,Nintendo,T,Intelligent Systems,8.3
DISNEY INFINITY 2.0: MARVEL SUPER HEROES,Action-Adventure,Disney Interactive Studios,E10,Avalanche Software,8.0
SUPER STREET FIGHTER IV,Fighting,Capcom,T,Capcom / Dimps Corporation,9.2
ZONE OF THE ENDERS,Simulation,Konami,M,Konami Computer Entertainment Japan,7.5
CODED ARMS,Shooter,Konami,T,Konami,6.1
FIFA 19,Sports,Electronic Arts,E,EA Sports,5.9
CAPCOM VS. SNK 2: MARK OF THE MILLENNIUM 2001,Fighting,Capcom,T,Capcom,7.9
TOM CLANCY'S RAINBOW SIX: VEGAS,Shooter,Ubisoft,T,Ubisoft Montreal,5.8
FINAL FANTASY TACTICS A2: GRIMOIRE OF THE RIFT,Role-Playing,Square Enix,E10,Square Enix,8.1
SPECTROBES,Role-Playing,Disney Interactive Studios,E,Jupiter Corporation,6.2
TUROK,Shooter,Touchstone,M,Propaganda Games,6.6
BALDUR'S GATE,Role-Playing,Interplay,T,BioWare,9.2
MORTAL KOMBAT: UNCHAINED,Fighting,Midway Games,M,JGI Entertainment,7.0
SEGA SUPERSTARS TENNIS,Sports,Sega,E,Sumo Digital,6.2
THE EVIL WITHIN,Misc,Bethesda Softworks,M,Tango Gameworks,5.5
SUPER STREET FIGHTER IV: ARCADE EDITION,Fighting,Capcom,T,Capcom / Dimps Corporation,8.1
X-MEN ORIGINS: WOLVERINE - UNCAGED EDITION,Action,Activision,M,Raven Software,7.0
NEED FOR SPEED (2015),Racing,Electronic Arts,T,Ghost Games,6.7
TALES OF VESPERIA,Role-Playing,Namco Bandai,T,Namco Tales Studio,8.1
SONIC FORCES,Platform,Sega,E10,Sonic Team,5.4
CRYSIS 2,Shooter,Electronic Arts,M,Crytek,8.7
WWE SMACKDOWN VS. RAW 2010,Fighting,THQ,T,JAKKS Pacific,7.8
CROC 2,Platform,Fox Interactive,E,Argonaut Games,6.5
NHL 11,Sports,EA Sports,E10,EA Canada,8.8
MADDEN NFL 11,Sports,EA Sports,E,EA Tiburon,6.8
STAR OCEAN: THE LAST HOPE INTERNATIONAL,Role-Playing,Square Enix,T,tri-Ace,8.1
KATAMARI DAMACY,Puzzle,Namco,E,Namco,8.5
JAMES BOND 007: AGENT UNDER FIRE,Shooter,Electronic Arts,T,EA Redwood Shores,7.5
INDIANA JONES AND THE STAFF OF KINGS,Action,LucasArts,T,Artificial Mind and Movement,5.1
MONSTER HUNTER GENERATIONS ULTIMATE,Action,Capcom,T,Capcom,7.7
YAKUZA 2,Adventure,Sega,M,Sega,7.9
KIRBY: CANVAS CURSE,Platform,Nintendo,E,HAL Laboratory,8.9
MADDEN NFL 10,Sports,EA Sports,E,EA Tiburon,7.5
BATTLEFIELD: BAD COMPANY 2,Shooter,Electronic Arts,M,EA Digital Illusions CE,8.8
VIRTUA FIGHTER 4: EVOLUTION,Fighting,Sega,T,Sega-AM2,8.9
ASTRO BOT RESCUE MISSION,Platform,Sony Interactive Entertainment,E10,SIE Japan Studio,8.5
GODZILLA: DESTROY ALL MONSTERS MELEE,Fighting,Atari,T,"Pipeworks Software, Inc.",7.5
CONKER: LIVE AND RELOADED,Action-Adventure,Microsoft Game Studios,M,Rare Ltd.,8.1
SILENT HILL 3,Adventure,Konami,M,Team Silent,8.4
GOD OF WAR: ORIGINS COLLECTION,Action,Sony Computer Entertainment,M,Ready at Dawn,8.6
YU-GI-OH! THE FALSEBOUND KINGDOM,Strategy,Konami,E,Konami,4.4
THE LEGO MOVIE VIDEOGAME,Action-Adventure,Warner Bros. Interactive Entertainment,E10,TT Fusion,6.0
MADDEN NFL 08,Sports,EA Sports,E,EA Tiburon,7.3
SPYRO: ENTER THE DRAGONFLY,Platform,VU Games,E,Equinoxe,5.0
BLAST CORPS,Action,Nintendo,E,Rare Ltd.,9.1
MADDEN NFL 09,Sports,EA Sports,E,EA Tiburon,6.9
DEFCON: EVERYBODY DIES,Strategy,Encore,T,Introversion,8.2
LEGO HARRY POTTER: YEARS 1-4,Adventure,Warner Bros. Interactive,E10,Traveller's Tales,7.5
SOUTH PARK,Shooter,Acclaim Entertainment,M,Appaloosa Interactive,1.7
CATHERINE,Puzzle,Atlus,M,Atlus,7.9
PLANTS VS ZOMBIES: GARDEN WARFARE,Shooter,Electronic Arts,E10,PopCap Games,7.6
RESIDENT EVIL 4,Action,Ubisoft,M,SourceNext,8.0
ACE ATTORNEY INVESTIGATIONS: MILES EDGEWORTH,Adventure,Capcom,T,Capcom,7.7
MADDEN NFL 2005,Sports,EA Sports,E,EA Tiburon,9.2
INFINITE UNDISCOVERY,Role-Playing,Square Enix,T,tri-Ace,6.8
F-14 TOMCAT,Action,Majesco,E,Virtucraft,6.9
RIFT,Role-Playing,Unknown,T,Trion Worlds,8.3
JADE EMPIRE,Role-Playing,Microsoft Game Studios,M,BioWare Corp.,9.0
CHOCOBO'S DUNGEON 2,Role-Playing,Square EA,E,SquareSoft,6.2
ADVANCE WARS,Strategy,Nintendo,E,Intelligent Systems,9.4
MAFIA,Action,Gathering of Developers,M,Illusion Softworks,6.5
THE SIMS: MEDIEVAL,Simulation,Electronic Arts,T,The Sims Studio,7.2
MONSTER HUNTER STORIES,Role-Playing,Capcom,E10,Marvelous,8.1
TIMESPLITTERS 2,Shooter,Eidos Interactive,T,Free Radical Design,9.1
CLASSIC NES SERIES: ZELDA II: THE ADVENTURE OF LINK,Adventure,Nintendo,E,Nintendo EAD,6.6
LEGO ROCK BAND,Misc,Warner Bros. Interactive,E10,TT Games / Harmonix Music Systems,6.8
MOTIONSPORTS,Sports,Ubisoft,T,Ubisoft Milan,4.1
METAL GEAR SOLID: PORTABLE OPS PLUS,Action,Konami,T,Kojima Productions,6.9
HALO 2 MULTIPLAYER MAP PACK,Shooter,Microsoft Game Studios,M,Bungie Studios,8.6
MORTAL KOMBAT: SHAOLIN MONKS,Action,Midway Games,M,Midway Studios Los Angeles,8.0
MX VS. ATV UNLEASHED: ON THE EDGE,Racing,THQ,E,Rainbow Studios,7.3
THE SLY COLLECTION,Platform,Sony Computer Entertainment,E10,Sanzaru Games,8.7
TERRARIA,Action-Adventure,505 Games,T,Engine Software,7.8
FORTNITE,Shooter,Warner Bros. Interactive Entertainment,T,Epic Games,8.5
DRAGON BALL Z: BUDOKAI,Fighting,Atari,T,Pyramid,6.8
KIRBY'S DREAM COLLECTION: SPECIAL EDITION,Platform,Nintendo,E10,HAL Laboratory,8.0
MARIO PARTY: THE TOP 100,Misc,Nintendo,E,"Nd Cube Co., Ltd.",5.0
RAYMAN LEGENDS,Platform,Ubisoft,E10,Ubisoft Montpellier,4.5
BALDUR'S GATE: DARK ALLIANCE II,Role-Playing,Interplay,T,Black Isle Studios,7.8
THE LAST REMNANT,Role-Playing,Square Enix,M,Square Enix,6.5
BUSHIDO BLADE 2,Fighting,Square EA,T,Light Weight,7.5
SUIKODEN II,Role-Playing,Konami,T,Konami,8.5
.HACK//MUTATION PART 2,Role-Playing,Bandai,T,CyberConnect2,7.5
NHL 13,Sports,Electronic Arts,E10,EA Canada,8.2
NEED FOR SPEED: SHIFT 2 UNLEASHED,Racing,Electronic Arts,E10,Slightly Mad Studios,8.4
CONTRA: LEGACY OF WAR,Shooter,Konami,T,Appaloosa Interactive,6.5
DISNEY INFINITY,Action-Adventure,Disney Interactive Studios,E10,Avalanche Software,7.6
DIABLO III: ETERNAL COLLECTION,Action,Blizzard Entertainment,M,Blizzard Entertainment,9.0
WILD ARMS 2,Role-Playing,Sony Computer Entertainment,E,Media.Vision,6.5
MASS EFFECT,Role-Playing,Electronic Arts,M,BioWare / Demiurge Studios,9.1
NAPOLEON: TOTAL WAR,Strategy,Sega,T,The Creative Assembly,8.5
"THE CHRONICLES OF NARNIA: THE LION, THE WITCH AND THE WARDROBE",Adventure,Buena Vista,E,Amaze Entertainment,6.8
FINAL FANTASY CRYSTAL CHRONICLES: RING OF FATES,Role-Playing,Square Enix,E10,Square Enix,7.7
WWE SMACKDOWN VS. RAW 2007,Fighting,THQ,T,Yuke's,7.8
BOOK OF SPELLS,Misc,Sony Computer Entertainment,E10,SCEE London Studio,6.5
CASTLEVANIA: LORDS OF SHADOW,Action,Konami,M,Mercury Steam,7.9
DARKSTONE,Role-Playing,Take-Two Interactive,T,Delphine Software International,6.7
NHL 10,Sports,EA Sports,E10,EA Canada,9.1
LEGEND OF LEGAIA,Role-Playing,Sony Computer Entertainment,E,Contrail,8.1
FIST OF THE NORTH STAR: KEN'S RAGE,Action,Tecmo Koei,M,Tecmo Koei Games,4.8
SUIKODEN IV,Role-Playing,Konami,T,Konami Computer Entertainment Tokyo,6.3
DISNEY'S KIM POSSIBLE 2: DRAKKEN'S DEMISE,Platform,Disney Interactive Studios,E,Artificial Mind and Movement,8.3
SHAUN WHITE SNOWBOARDING,Sports,Ubisoft,T,Ubisoft Montreal,6.0
RADIATA STORIES,Role-Playing,Square Enix,T,tri-Ace,7.7
MX VS. ATV UNTAMED,Racing,THQ,E,Rainbow Studios,5.6
TRANSFORMERS: THE GAME,Action,Activision,E10,Savage Entertainment,4.3
F-ZERO GX,Racing,Nintendo,T,Amusement Vision,8.4
DISNEY'S CHICKEN LITTLE,Platform,Buena Vista,E10,Avalanche Software,6.3
SCENE IT? BOX OFFICE SMASH,Misc,Microsoft Game Studios,T,Krome Studios / Screenlife Games,7.6
ADVANCE WARS 2: BLACK HOLE RISING,Strategy,Nintendo,E,Intelligent Systems,8.8
007: QUANTUM OF SOLACE,Shooter,Activision,T,Beenox,5.6
CHAMPIONS: RETURN TO ARMS,Role-Playing,Sony Online Entertainment,T,Snowblind Studios,7.7
STAR OCEAN: FIRST DEPARTURE,Role-Playing,Square Enix,T,TOSE Software,7.5
CRASH BANDICOOT PURPLE: RIPTO'S RAMPAGE,Platform,Vivendi Games,E,Vicarious Visions,6.7
RAYMAN 3D,Platform,Ubisoft,E,Ubisoft,6.3
NEW PLAY CONTROL! PIKMIN,Strategy,Nintendo,E,Nintendo EAD,7.7
REAL HEROES: FIREFIGHTER,Action,Conspiracy Entertainment,E10,Epicenter Studios,7.4
PHANTASY STAR PORTABLE,Role-Playing,Sega,T,Alfa System,7.1
KONAMI COLLECTOR'S SERIES: ARCADE ADVANCED,Misc,Konami,E,KCEA,8.0
LOST PLANET: EXTREME CONDITION,Shooter,Capcom,T,Capcom,6.3
CRASH OF THE TITANS,Action,Sierra Entertainment,E10,SuperVillain Studios,6.3
WHITE KNIGHT CHRONICLES II,Role-Playing,D3 Publisher,T,Level 5,5.4
THE SIMS 3: GENERATIONS,Simulation,Electronic Arts,T,The Sims Studio,6.5
IRON MAN,Action,Sega,T,Artificial Mind and Movement,5.0
LEGO THE INCREDIBLES,Action,Warner Bros. Interactive Entertainment,E10,Traveller's Tales,6.5
CONDEMNED 2: BLOODSHOT,Adventure,Sega,M,Monolith Productions,8.2
DOGZ,Simulation,Ubisoft,E,MTO,4.1
WORLDWIDE SOCCER MANAGER 2006,Sports,Sega,E,Sports Interactive,9.0
XCOM: ENEMY UNKNOWN,Sports,2K Games,M,Firaxis Games,8.8
APE ESCAPE 2,Platform,Ubisoft,E,SCE Japan Studio,8.0
DEAD RISING 2,Action,Capcom,M,Blue Castle Games,7.7
SHIN MEGAMI TENSEI: PERSONA 3 FES,Role-Playing,Atlus,M,Atlus,8.7
NAMCO MUSEUM,Misc,Namco,E,Mass Media,5.3
WILD ARMS 3,Role-Playing,Sony Computer Entertainment,T,Media.Vision,7.6
DONKEY KONG BARREL BLAST,Racing,Nintendo,E,Paon Corporation,4.8
RED STEEL 2,Shooter,Ubisoft,T,Ubisoft Paris,7.8
VIEWTIFUL JOE,Action,Capcom,T,Clover Studio,9.4
BEETLE ADVENTURE RACING!,Racing,Electronic Arts,E,"Paradigm Entertainment, Electronic Arts",9.2
START THE PARTY!,Misc,Sony Computer Entertainment,E,Supermassive Games Ltd.,6.1
PRINCE OF PERSIA: THE FORGOTTEN SANDS,Action,Ubisoft,T,Ubisoft Montreal,7.5
TOMB RAIDER III: ADVENTURES OF LARA CROFT,Adventure,Eidos Interactive,T,Core Design Ltd.,7.3
WALL-E,Platform,THQ,E,Heavy Iron Studios,5.3
DRAGON BALL Z: ULTIMATE TENKAICHI,Fighting,Namco Bandai,T,Spike,5.0
FIRE EMBLEM: SHADOW DRAGON,Strategy,Nintendo,E10,Intelligent Systems,8.2
METROID PRIME: TRILOGY,Shooter,Nintendo,T,Retro Studios,9.0
ADVANCE WARS: DAYS OF RUIN,Strategy,Nintendo,E10,Intelligent Systems,8.4
HALF-LIFE 2,Shooter,Electronic Arts,M,Valve Software,8.9
MACHINARIUM,Adventure,Amanita Design,E,Amanita Design,8.0
FINAL FANTASY IV ADVANCE,Role-Playing,Square Enix,E10,Square Enix,8.6
HARRY POTTER AND THE GOBLET OF FIRE,Adventure,Electronic Arts,E10,Magic Pockets,6.0
DRAGON BALL Z: BUU'S FURY,Action,Atari,E,Webfoot Technologies,5.9
MADDEN NFL 2002,Sports,EA Sports,E,EA Sports,8.6
JAMES CAMERON'S AVATAR: THE GAME,Action,Ubisoft,T,Ubisoft Montreal,3.9
GAME & WATCH GALLERY 4,Misc,Nintendo,E,Nintendo,6.4
WAVE RACE: BLUE STORM,Racing,Nintendo,E,Nintendo Software Technology Corporation,8.4
BEN 10: ALIEN FORCE,Action,D3 Publisher,E10,Monkey Bar Games,5.2
OKAMI,Adventure,Capcom,T,Ready at Dawn Studios,9.0
SUIKODEN,Role-Playing,Konami,E,Konami,8.2
MURAMASA: THE DEMON BLADE,Role-Playing,Ignition Entertainment,T,Vanillaware,8.0
FIGHTERS UNCAGED,Fighting,Ubisoft,T,AMA Studios,3.2
CALL OF JUAREZ: BOUND IN BLOOD,Shooter,Ubisoft,M,Techland,7.6
HALF-LIFE,Shooter,Sierra Entertainment,M,Gearbox Software,8.4
SPLIT/SECOND,Racing,Disney Interactive Studios,E10,Black Rock Studio,8.4
PHANTASY STAR PORTABLE 2,Role-Playing,Sega,T,Alfa System,7.4
SHOGUN 2: TOTAL WAR,Strategy,Sega,T,The Creative Assembly,9.0
PGR3 - PROJECT GOTHAM RACING 3,Racing,Microsoft Game Studios,E10,Bizarre Creations,8.8
MLB 11: THE SHOW,Sports,Sony Computer Entertainment,E,SCEA San Diego Studios,8.9
MEDAL OF HONOR: FRONTLINE,Shooter,Electronic Arts,T,EA Los Angeles,8.0
LEGO INDIANA JONES 2: THE ADVENTURE CONTINUES,Adventure,LucasArts,E10,Traveller's Tales,5.2
ROCK BAND 2,Misc,MTV Games,T,Harmonix Music Systems,7.9
FINAL FANTASY ANNIVERSARY EDITION,Role-Playing,Square Enix,E10,Square Enix,7.4
TRANSFORMERS: WAR FOR CYBERTRON,Action,Activision,T,High Moon Studios,7.3
DEAD SPACE,Shooter,Electronic Arts,M,EA Redwood Shores,8.8
KANE & LYNCH 2: DOG DAYS,Shooter,Square Enix,M,IO Interactive,6.3
CRASH BANDICOOT: THE WRATH OF CORTEX,Platform,Universal Interactive,E,Traveller's Tales,6.0
SKYLANDERS: SUPERCHARGERS,Action-Adventure,Activision,E10,Vicarious Visions,8.0
ASSASSIN'S CREED: BROTHERHOOD,Action,Ubisoft,M,Ubisoft Montreal,8.7
DEAD OR ALIVE XTREME BEACH VOLLEYBALL,Sports,Tecmo,M,Team Ninja,6.6
CALL OF DUTY: BLACK OPS,Shooter,Activision,T,n-Space,7.0
WARIOWARE D.I.Y.,Misc,Nintendo,E,Intelligent Systems,8.3
SHIN MEGAMI TENSEI IV,Role-Playing,Atlus,M,Atlus,8.3
THE FIGHT: LIGHTS OUT,Fighting,Sony Computer Entertainment,T,ColdWood Interactive,4.7
MADDEN NFL 06,Sports,EA Sports,E,EA Tiburon,7.7
ASPHALT: URBAN GT,Racing,Ubisoft,E,Gameloft,5.0
ALICE: MADNESS RETURNS,Adventure,Electronic Arts,M,Spicy Horse,6.7
HARVEST MOON: FRIENDS OF MINERAL TOWN,Simulation,Natsume,E,TOSE Software,7.6
NARUTO: THE BROKEN BOND,Action,Ubisoft,T,Ubisoft Montreal,7.6
FINAL FANTASY EXPLORERS,Role-Playing,Square Enix,E10,Square Enix,7.3
LEGO WORLDS,Misc,Warner Bros. Interactive Entertainment,E10,Traveller's Tales,5.0
DIABLO,Role-Playing,Electronic Arts,M,Climax Group,8.3
ROMANCING SAGA,Role-Playing,Square Enix,E10,Square Enix,6.0
NHL 12,Sports,EA Sports,E10,EA Canada,8.6
FINAL FANTASY VIII,Role-Playing,Square EA,T,SquareSoft,8.0
TOM CLANCY'S HAWX,Action,Ubisoft,T,Ubisoft Romania,6.9
INTERNATIONAL SUPERSTAR SOCCER '98,Sports,Konami,E,Konami Computer Entertainment Osaka,9.1
FINAL FANTASY: THE 4 HEROES OF LIGHT,Role-Playing,Square Enix,E10,Matrix Software,7.2
KIRBY AND THE RAINBOW CURSE,Platform,Nintendo,E,HAL Laboratory,8.2
XENOSAGA EPISODE II: JENSEITS VON GUT UND BOSE,Role-Playing,Namco,T,Monolith Soft,7.3
CONTRA: SHATTERED SOLDIER,Shooter,Konami,T,Konami Computer Entertainment Tokyo,7.3
CHAMPIONSHIP MOTOCROSS FEATURING RICKY CARMICHAEL,Racing,THQ,E,Funcom,7.5
SKATE IT,Sports,Electronic Arts,E,EA Montreal,6.6
DISNEY MAGIC WORLD 2,Simulation,Nintendo,E,High Horse Entertainment,7.5
TENCHU 2: BIRTH OF THE STEALTH ASSASSINS,Action,Activision,M,Acquire,8.5
TONY HAWK'S PRO SKATER 4,Sports,Activision,T,Neversoft Entertainment,9.2
DISGAEA 4: A PROMISE UNFORGOTTEN,Role-Playing,NIS America,T,Nippon Ichi Software,7.9
ATV OFFROAD FURY: BLAZIN' TRAILS,Racing,Sony Computer Entertainment,E,Climax Group,5.9
BLAZBLUE: CALAMITY TRIGGER,Fighting,Aksys Games,T,Arc System Works,8.5
BLACKSITE: AREA 51,Shooter,Midway Games,T,Midway Studios Austin,6.3
ULTRA STREET FIGHTER II: THE FINAL CHALLENGERS,Fighting,Capcom,T,Capcom,7.0
STARCRAFT II: LEGACY OF THE VOID,Strategy,Blizzard Entertainment,T,Blizzard Entertainment,8.8
HARVEST MOON: THE TALE OF TWO TOWNS,Simulation,Natsume,E,Marvelous Interactive,6.3
BEYOND THE BEYOND,Role-Playing,Sony Computer Entertainment,E,Camelot Software Planning,4.8
HARVEST MOON: SUNSHINE ISLANDS,Simulation,Natsume,E,Marvelous Interactive,9.0
3D DOT GAME HEROES,Role-Playing,Atlus,E,Silicon Studio,7.5
DISNEY UNIVERSE,Action,Disney Interactive Studios,E10,Disney Interactive Studios,6.7
TRIVIAL PURSUIT,Misc,Electronic Arts,E,Adrenalin Interactive,7.3
STARLINK: BATTLE FOR ATLAS,Action-Adventure,Ubisoft,E10,Ubisoft Toronto,7.5
TOP SPIN 3,Sports,2K Sports,E,Pam Development,7.8
RESIDENT EVIL OUTBREAK FILE #2,Action,Capcom,M,Capcom Production Studio 1,5.8
THE SIMS 3: WORLD ADVENTURES,Simulation,Electronic Arts,T,EA Redwood Shores,8.2
BREATH OF FIRE IV,Role-Playing,Capcom,T,Capcom,8.4
TRUE CRIME: STREETS OF LA,Action,Activision,M,EXAKT Entertainment,8.1
EVERYBODY'S GOLF,Sports,Sony Interactive Entertainment,E,Clap Hanz,8.1
ODIN SPHERE,Role-Playing,Atlus,T,Vanillaware,8.0
FINAL FANTASY IV: THE COMPLETE COLLECTION,Role-Playing,Square Enix,E10,Matrix Software,8.0
THE LORD OF THE RINGS: THE RETURN OF THE KING,Role-Playing,Electronic Arts,T,Griptonite Games,7.4
"WARHAMMER 40,000: SPACE MARINE",Shooter,THQ,M,Relic Entertainment,7.3
TONY HAWK'S PROJECT 8,Sports,Activision,T,Page 44 Studios,6.3
BATTLEFIELD 2: MODERN COMBAT,Shooter,Electronic Arts,T,Digtal Illusions,7.5
XENOBLADE CHRONICLES,Role-Playing,Nintendo,T,Monolith Soft,8.6
TETRIS PARTY DELUXE,Puzzle,Majesco,E,"Tetris Online, Inc",7.3
PUZZLE & DRAGONS Z + SUPER MARIO BROS. EDITION,Puzzle,Nintendo,E,GungHo Online Entertainment,7.8
METROID: SAMUS RETURNS,Action-Adventure,Nintendo,E10,Mercury Steam,9.1
NEED FOR SPEED: MOST WANTED,Racing,Electronic Arts,T,EA Canada,8.3
DARKSIDERS II,Action-Adventure,THQ,M,Vigil Games,7.8
YAKUZA 4,Adventure,Sega,M,Sega,7.7
BRAVELY SECOND: END LAYER,Role-Playing,Nintendo,T,Silicon Studio,7.4
TONY HAWK'S PROVING GROUND,Sports,Activision,T,Neversoft Entertainment,7.2
BARBIE GROOVY GAMES,Misc,Universal Interactive,E,Digital Illusions (DICE),3.0
ARCHER MACLEAN'S MERCURY,Puzzle,Ignition Entertainment,E,Awesome Studios,7.7
BLINX: THE TIME SWEEPER,Platform,Microsoft Game Studios,E,Artoon,6.8
ENSLAVED: ODYSSEY TO THE WEST,Action,Namco Bandai,T,Ninja Theory,7.9
NO MORE HEROES,Action,Ubisoft,M,Grasshopper Manufacture,8.2
MX 2002 FEATURING RICKY CARMICHAEL,Racing,THQ,E,Pacific Coast Power & Light,8.0
LUNAR: SILVER STAR STORY COMPLETE,Role-Playing,Working Designs,T,Game Arts,7.6
METAL GEAR SOLID 3: SUBSISTENCE,Action,Konami,M,Kojima Productions,9.4
WWF RAW (2002),Fighting,THQ,T,Anchor,6.5
POOCHY & YOSHI'S WOOLLY WORLD,Platform,Nintendo,E,Good-Feel,7.5
DISGAEA 3: ABSENCE OF JUSTICE,Role-Playing,NIS America,T,Nippon Ichi Software,7.8
PUYO PUYO TETRIS,Puzzle,Sega,E,Sonic Team,8.3
SECRET AGENT CLANK(US SALES),Platform,Sony Computer Entertainment,E10,High Impact Games,7.2
LARA CROFT AND THE GUARDIAN OF LIGHT,Adventure,Square Enix,T,Crystal Dynamics,8.3
MEDIEVAL II: TOTAL WAR,Strategy,Sega,T,The Creative Assembly,8.8
YAKUZA: DEAD SOULS,Shooter,Sega,M,Sega,7.0
DONKEY KONG JUNGLE CLIMBER,Platform,Nintendo,E,Paon Corporation,7.8
PETZ CATZ CLAN,Simulation,Ubisoft,E,Ubisoft,5.0
VIVA PINATA: POCKET PARADISE,Simulation,THQ,E,Rare Ltd.,8.1
DRAGON BALL Z: SHIN BUDOKAI,Fighting,Atari,T,Dimps Corporation,7.4
HOTEL DUSK: ROOM 215,Adventure,Nintendo,T,Cing,8.0
JUST DANCE 2015,Music,Ubisoft,E10,Ubisoft Paris,8.1
ASSASSIN'S CREED II,Action,Ubisoft,M,Ubisoft Montreal,8.5
GAUNTLET LEGENDS,Action,Midway Games,T,Atari Games,6.0
BUST A GROOVE,Misc,989 Studios,E,Metro,7.7
FIRE EMBLEM: PATH OF RADIANCE,Role-Playing,Nintendo,T,Intelligent Systems,8.6
METRO 2033,Shooter,THQ,M,4a-games,7.4
MARIO TENNIS ULTRA SMASH,Sports,Nintendo,E,Camelot Software Planning,6.1
TACTICS OGRE: LET US CLING TOGETHER,Role-Playing,Square Enix,T,Square Enix,9.0
SSX TRICKY,Sports,EA Sports BIG,E,EA Canada,8.4
SACRED 2: FALLEN ANGEL,Role-Playing,CDV Software Entertainment,M,Ascaron Entertainment,7.0
TIME CRISIS: RAZING STORM,Shooter,Namco Bandai,T,Nex Entertainment,5.8
OVER THE HEDGE,Platform,Activision,E10,Edge of Reality,6.5
TATSUNOKO VS. CAPCOM: ULTIMATE ALL-STARS,Fighting,Capcom,T,Eighting,8.3
DRAGON BALL: FUSIONS,Role-Playing,Namco Bandai Games,T,Ganbarion,6.3
MANHUNT 2,Action,Rockstar Games,M,Rockstar Toronto,5.8
NBA STREET VOL. 2,Sports,EA Sports BIG,E,EA Canada,8.8
RUNE FACTORY: A FANTASY HARVEST MOON,Role-Playing,Natsume,E,Neverland Company,8.1
CLOCK TOWER,Adventure,ASCII Entertainment,M,Human Entertainment,6.1
007 RACING,Racing,Electronic Arts,T,Eutechnyx,6.1
PHOENIX WRIGHT: ACE ATTORNEY - JUSTICE FOR ALL,Adventure,Capcom,T,Capcom,7.6
EXCITE TRUCK,Racing,Nintendo,E,Monster Games Inc.,7.0
SONIC & SEGA ALL-STARS RACING TRANSFORMED,Racing,Sega,E10,Sumo Digital,6.9
TERMINATOR SALVATION,Shooter,Warner Bros. Interactive,T,GRIN,5.0
STAR FOX COMMAND,Shooter,Nintendo,E10,Nintendo EAD / Q-Games,7.2
WAYNE GRETZKY'S 3D HOCKEY,Sports,Midway Games,E,William's Entertainment,8.1
SEAMAN,Simulation,Sega,T,VIVARIUM Inc.,8.1
SESAME STREET: ONCE UPON A MONSTER,Misc,Warner Bros. Interactive,E,Double Fine Productions,8.0
SILENT HILL: ORIGINS,Action,Konami,M,Climax Group,7.8
MYSTERY DUNGEON: SHIREN THE WANDERER,Role-Playing,Sega,E,ChunSoft,7.1
GT PRO SERIES,Racing,Ubisoft,E,MTO,3.7
