Name,Genre,Publisher,ESRB_Rating,Developer,Critic_Score
ME & MY KATAMARI,Puzzle,Namco,E,Namco,7.2
COLONY WARS: VENGEANCE,Simulation,Psygnosis,E,Psygnosis,8.6
NBA 2K6,Action,2K Sports,E,Unknown,8.0
TRACKMANIA: BUILD TO RACE,Racing,City Interactive,E,Firebrand Games,7.0
SSX ON TOUR,Sports,EA Sports BIG,E,EA Montreal,8.2
MORTAL KOMBAT: ARMAGEDDON,Fighting,Midway Games,M,JGI Entertainment,6.8
PINBALL HALL OF FAME: THE GOTTLIEB COLLECTION,Misc,Crave Entertainment,E,FarSight Studios,7.2
BARBIE AS THE ISLAND PRINCESS,Adventure,Activision,E,Human Soft / Ivolgamus,5.5
RUNE FACTORY: TIDES OF DESTINY,Simulation,Natsume,E10,Neverland Company,6.5
LUNAR KNIGHTS,Role-Playing,Konami,E10,Kojima Productions,8.2
ALUNDRA,Role-Playing,Working Designs,T,Matrix Software,8.8
NCAA FOOTBALL 09,Sports,EA Sports,E,Team Fusion,6.5
.HACK//G.U. VOL.2//REMINISCE,Role-Playing,Namco Bandai,T,CyberConnect2,6.2
AC/DC LIVE: ROCK BAND TRACK PACK,Misc,MTV Games,T,Harmonix Music Systems,6.7
VALHALLA KNIGHTS 2,Role-Playing,Xseed Games,E10,K2 LLC,5.0
SHINOBI,Platform,Sega,T,Griptonite Games,7.0
VANCOUVER 2010 - THE OFFICIAL VIDEO GAME OF THE OLYMPIC WINTER GAMES,Sports,Sega,E,Eurocom Entertainment Software,5.0
SKYLANDERS IMAGINATORS,Platform,Activision,E10,Toys for Bob,6.9
HITMAN: ABSOLUTION,Action,Square Enix,M,IO Interactive,9.0
NBA STREET: SHOWDOWN,Sports,Electronic Arts,E,EA Sports,7.5
SKIES OF ARCADIA LEGENDS,Role-Playing,Sega,T,Overworks,8.6
PETZ MONKEYZ HOUSE,Simulation,Ubisoft,E,Ubisoft,5.5
CODE NAME: S.T.E.A.M.,Strategy,Nintendo,T,Intelligent Systems,8.0
FACEBREAKER K.O. PARTY,Fighting,Electronic Arts,T,EA Freestyle,6.7
BREATH OF FIRE,Role-Playing,Capcom,E,Capcom,7.8
NASCAR 2011: THE GAME,Racing,Activision,E,Eutechnyx,4.3
CHILD OF EDEN,Shooter,Ubisoft,E10,Q Entertainment,7.7
HAMTARO: HAM-HAM GAMES,Sports,Nintendo,E,AlphaDream Corporation,7.5
DANNY PHANTOM: THE ULTIMATE ENEMY,Action,THQ,E,Altron,7.5
STAR WARS: THE FORCE UNLEASHED II,Action,LucasArts,T,LucasArts,4.0
BUST-A-MOVE 4,Puzzle,Natsume,E,Taito Corporation,7.8
GALACTIC WRESTLING: FEATURING ULTIMATE MUSCLE,Fighting,Bandai,T,Aki Corporation,7.3
LIFE IS STRANGE: BEFORE THE STORM,Adventure,Square Enix,M,Deck Nine,7.5
MOTOGP 09/10,Racing,Capcom,E,Monumental Games,7.0
LUMINOUS ARC 2,Role-Playing,Atlus,T,imageepoch Inc.,7.5
DUEL MASTERS: KAIJUDO SHOWDOWN,Misc,Atari,E,Mistic Software,5.8
DRAGON QUEST BUILDERS: REVIVE ALEFGARD,Role-Playing,Square Enix,E10,Square Enix,8.0
TETRIS WORLDS,Puzzle,THQ,E,Radical Entertainment,4.6
JACKASS THE GAME,Action,Red Mile Entertainment,M,Sidhe Interactive,5.6
RAGNAROK DS,Role-Playing,Xseed Games,E10,GungHo Works,7.0
KARTIA: THE WORD OF FATE,Strategy,Atlus,E,Atlus Co.,7.9
ALL-STAR BASEBALL 2002,Sports,Acclaim Entertainment,E,Acclaim Entertainment,6.5
DEADLY CREATURES,Action,THQ,T,Rainbow Studios,6.9
MAGNA CARTA: TEARS OF BLOOD,Role-Playing,Atlus,T,SoftMax,6.1
CAPCOM VS. SNK,Fighting,Capcom,T,Capcom,8.8
RETURN TO POPOLOCROIS: A STORY OF SEASONS FAIRYTALE,Simulation,Xseed Games,E10,Marvelous Entertainment,7.0
FROM RUSSIA WITH LOVE,Action,Electronic Arts,T,EA Redwood Shores,7.3
GUITAR HERO: SMASH HITS,Misc,Activision,T,Vicarious Visions,6.9
TROPICO 3,Strategy,Kalypso,T,Haemimont Games,7.7
RUGBY 2004,Sports,EA Sports,E,HB Studios Multimedia,5.0
DISNEY'S MAGICAL QUEST STARRING MICKEY AND MINNIE,Action,Nintendo,E,Capcom,6.1
NBA 06,Sports,Sony Computer Entertainment,E,SCE San Diego Studio,7.2
NFL 2K3,Sports,Sega,E,Visual Concepts,9.0
HUNTED: THE DEMON'S FORGE,Role-Playing,Bethesda Softworks,M,InXile Entertainment,6.0
AFRIKA,Adventure,Natsume,E10,Rhino Studios,6.0
BRITNEY'S DANCE BEAT,Misc,THQ,E,Art,6.3
SUPER LUCKY'S TALE,Platform,Microsoft Studios,E,Playful Corp.,6.5
UFC PERSONAL TRAINER: THE ULTIMATE FITNESS SYSTEM,Sports,THQ,E,THQ,4.5
OVER G FIGHTERS,Simulation,Ubisoft,T,Taito Corporation,5.1
UFC UNDISPUTED 2010,Fighting,THQ,T,Yuke's Future Media Creators,7.7
MLB 10: THE SHOW,Sports,Sony Computer Entertainment,E,SCEA San Diego Studios,7.0
NBA,Sports,Sony Computer Entertainment,E,989 Sports,6.4
TEENAGE MUTANT NINJA TURTLES: SMASH-UP,Fighting,Ubisoft,E10,Game Arts,7.2
HEROES OF RUIN,Role-Playing,Square Enix,RP,n-Space,6.6
PHANTASY STAR 0,Role-Playing,Sega,E10,Sonic Team,7.5
TOWERFALL ASCENSION,Platform,Matt Makes Games Inc.,E10,Matt Thorson,9.0
MADDEN NFL 07,Sports,EA Sports,E,Exient Entertainment,6.9
BLOODRAYNE,Shooter,Majesco,M,Terminal Reality,7.3
THE CON,Fighting,Sony Computer Entertainment,T,Think and Feel,6.8
NEO CONTRA,Shooter,Konami,M,Konami Computer Entertainment Tokyo,6.9
MVP BASEBALL,Sports,Electronic Arts,E,EA Canada,6.6
FATE/EXTELLA: THE UMBRAL STAR,Action,Xseed Games,T,Marvelous Entertainment,8.0
PRINCE OF PERSIA: REVELATIONS,Adventure,Ubisoft,M,"Pipeworks Software, Inc.",6.3
RADIANT HISTORIA: PERFECT CHRONOLOGY,Role-Playing,Atlus,T,Atlus,8.1
FROGGER 3D,Action,Konami,E,Alpha Unit,7.0
CURSED MOUNTAIN,Adventure,Deep Silver,M,Sproing Interactive Media / Deep Silver Vienna,6.3
NINJA GAIDEN: DRAGON SWORD,Action,Tecmo,T,Team Ninja,8.0
A BOY AND HIS BLOB,Platform,Majesco,E,WayForward Technologies,7.9
TEKKEN 3D: PRIME EDITION,Fighting,Namco Bandai,T,Namco Bandai Games,6.5
AGE OF EMPIRES: MYTHOLOGIES,Strategy,THQ,E10,Griptonite,8.2
BRUNSWICK PRO BOWLING,Sports,Crave Entertainment,E,Point of View,6.5
BAJA: EDGE OF CONTROL,Racing,THQ,E,2XL Games,5.0
FALLOUT 76,Role-Playing,Bethesda Softworks,M,Bethesda Game Studios,3.7
CLAYFIGHTER 63 1/3,Fighting,Interplay,T,Danger Productions,3.1
CRUIS'N EXOTICA,Racing,Midway Games,E,Gratuitous Games,5.8
BIONICLE,Platform,Electronic Arts,E,Argonaut Games,4.8
THREADS OF FATE,Role-Playing,Square EA,E,SquareSoft,7.8
WORLD SERIES OF POKER,Misc,Activision Value,E10,Activision Value,3.3
VAMPIRE RAIN,Action,AQ Interactive,M,Artoon,3.9
RAYMAN RAVING RABBIDS,Misc,Ubisoft,E,Ubisoft Montpellier,6.4
DEUS EX: THE CONSPIRACY,Action,Eidos Interactive,M,Ion Storm,8.0
NCAA FOOTBALL 2003,Sports,EA Sports,E,EA Tiburon,9.2
FINAL FANTASY FABLES: CHOCOBO'S DUNGEON,Role-Playing,Square Enix,E10,High Horse Entertainment,7.4
BLUE DRAGON PLUS,Role-Playing,Ignition Entertainment,E,Mistwalker Corporation / Brownie Brown Inc. / Feelplus Inc.,6.5
THE LORD OF THE RINGS: WAR IN THE NORTH,Role-Playing,Warner Bros. Interactive,M,Snowblind Studios,6.5
NCAA FOOTBALL 10,Sports,EA Sports,E,EA Tiburon,7.0
DEAD TO RIGHTS: RETRIBUTION,Shooter,Namco Bandai,M,Volatile Games,5.7
TENCHU: SHADOW ASSASSINS,Action,Ubisoft,M,Acquire,7.0
TIGER WOODS PGA TOUR,Sports,EA Sports,E,EA Canada,8.0
FINAL FIGHT ONE,Fighting,Capcom,E,Capcom,8.2
BEYBLADE VFORCE: SUPER TOURNAMENT BATTLE,Action,Atari,E,Takara,2.5
LBX: LITTLE BATTLERS EXPERIENCE,Action,Nintendo,E10,Level 5,7.0
BUGS BUNNY & TAZ: TIME BUSTERS,Adventure,Infogrames,E,Artificial Mind and Movement,8.0
DRAGON BALL Z: SAGAS,Fighting,Atari,T,Avalanche Software,5.7
BEYBLADE G-REVOLUTION,Action,Atari,E,Full Fat,2.4
WORLD CHAMPIONSHIP CARDS,Misc,Crave Entertainment,E,Crave Entertainment,3.9
CODE OF PRINCESS,Action-Adventure,Atlus,T,Studio Saizensen,7.2
THRILLVILLE,Strategy,LucasArts,E10,Frontier Developments,7.4
PHANTASY STAR ONLINE,Role-Playing,Sega,T,Sonic Team,8.9
KUNG FU RIDER,Action,Sony Computer Entertainment,E10,SCE Japan Studio,4.3
ENCHANTED ARMS,Role-Playing,Ubisoft,T,From Software,5.9
DARK MESSIAH OF MIGHT AND MAGIC ELEMENTS,Role-Playing,Ubisoft,M,Arkane Studios / Floodgate Entertainment / Kuju Entertainment,5.0
HARVEST MOON: MORE FRIENDS OF MINERAL TOWN,Simulation,Natsume,E,TOSE Software,8.0
INFINITE SPACE,Role-Playing,Sega,T,PlatinumGames / Nude Maker,7.2
DANCEMASTERS,Misc,Konami,E10,GCP1,6.2
DARKSTAR ONE: BROKEN ALLIANCE,Simulation,Kalypso,T,Gaming Minds Studios,6.4
DRAGON BALL: REVENGE OF KING PICCOLO,Action,Namco Bandai,E10,Bandai Namco Games,6.1
SPY HUNTER,Racing,Midway Games,T,Point of View,7.9
OGRE BATTLE SAGA EPISODE FIVE: THE MARCH OF THE BLACK QUEEN,Role-Playing,Atlus,E,Quest Corporation,7.6
BODY AND BRAIN CONNECTION,Misc,Namco Bandai,E,Namco Bandai Games,6.0
WARRIORS OROCHI,Action,KOEI,T,Omega Force / Koei Canada,6.4
EARTH DEFENSE FORCE: INSECT ARMAGEDDON,Shooter,D3 Publisher,T,Vicious Cycle,6.6
NBA 07,Sports,Sony Computer Entertainment,E,SCE San Diego Studio,6.9
GOTHIC,Role-Playing,Xicat Interactive,T,Piranha Bytes,8.1
GOTHIC II,Role-Playing,Atari,M,Piranha Bytes,8.0
RISE OF NIGHTMARES,Action,Sega,M,Sega,5.5
ROADSTERS 99,Racing,Titus,E,Unknown,6.4
SNOWBOARD KIDS,Sports,Atlus,E,Racdym,8.0
TIGGER'S HONEY HUNT,Platform,NewKidCo,E,Rivage Games,7.3
SLEEPING DOGS: DEFINITIVE EDITION,Action-Adventure,Square Enix,M,United Front Games,7.5
RECORD OF AGAREST WAR,Role-Playing,Aksys Games,T,Compile Heart,7.0
RIDGE RACER 6,Racing,Namco,E,Namco,7.9
CLASSIC NES SERIES: ICE CLIMBER,Platform,Nintendo,E,Nintendo,6.1
NFL STREET 2,Sports,EA Sports BIG,E,EA Tiburon,8.2
TAIKO DRUM MASTER,Misc,Namco,E,Namco,8.1
BUST-A-MOVE 2 ARCADE EDITION,Puzzle,Acclaim Entertainment,E,Taito Corporation,6.9
SOLATOROBO: RED THE HUNTER,Role-Playing,Xseed Games,E10,CyberConnect2,7.6
PUZZLE CHALLENGE: CROSSWORDS AND MORE!,Puzzle,Crave Entertainment,E,Supersonic Software,6.4
BACKYARD HOCKEY,Sports,Atari,E,Mistic Software,6.0
TOM CLANCY'S SPLINTER CELL: ESSENTIALS,Shooter,Ubisoft,M,Ubisoft Montreal,5.6
MC GROOVZ DANCE CRAZE,Misc,Mad Catz,E,Mad Catz,2.5
NO MORE HEROES: HEROES' PARADISE,Action,Konami,M,FeelPlus,7.4
PRINCE OF PERSIA: WARRIOR WITHIN,Adventure,Ubisoft,M,Ubisoft Montreal,8.2
X-MEN ORIGINS: WOLVERINE,Action,Activision,T,Amaze Entertainment,5.4
NHL FACEOFF 2001,Sports,Sony Computer Entertainment,E,989 Sports,4.6
MANA KHEMIA 2: FALL OF ALCHEMY,Role-Playing,NIS America,T,Gust,8.2
DEAD OR ALIVE PARADISE,Misc,Tecmo,M,Team Ninja,4.5
FAMILY GUY,Adventure,2K Games,M,High Voltage Software,5.5
PAC-MAN & GALAGA DIMENSIONS,Action,Namco Bandai,E10,Namco Bandai Games,5.7
VALKYRIA CHRONICLES 4,Strategy,Sega,T,Sega,8.6
SPECTROBES: ORIGINS,Role-Playing,Disney Interactive Studios,E10,Genki,7.4
CONAN,Action,THQ,M,Nihilistic Software,7.1
DINOTOPIA: THE TIMESTONE PIRATES,Action,TDK Core,E,TDK Mediactive,6.1
PETER JACKSON'S KING KONG: THE OFFICIAL GAME OF THE MOVIE,Action,Ubisoft,T,Phoenix Games Studio,6.0
MANHUNT,Action,Rockstar Games,M,Rockstar North,7.7
SHIREN THE WANDERER,Role-Playing,Atlus,T,ChunSoft,7.4
BREATH OF FIRE: DRAGON QUARTER,Role-Playing,Capcom,T,Capcom,7.6
SPORE HERO ARENA,Simulation,Electronic Arts,E,Maxis,4.9
SPACE INVADERS EXTREME 2,Shooter,Taito,E,Taito Corporation,8.1
TEST DRIVE UNLIMITED 2,Racing,Atari,T,Eden Studios,6.7
SPONGEBOB SQUIGGLEPANTS 3D,Misc,THQ,E,WayForward Technologies,6.1
DISNEY'S MAGICAL MIRROR STARRING MICKEY MOUSE,Adventure,Nintendo,E,Capcom,4.0
DAWN OF DISCOVERY,Simulation,Ubisoft,E10,Sunflowers Interactive,7.9
FINAL FANTASY XI: ONLINE,Role-Playing,Square Enix,T,Square Enix,6.7
DAVE MIRRA FREESTYLE BMX 2,Sports,Acclaim Entertainment,T,Full Fat,8.0
ALLIED GENERAL,Strategy,SSI,E,SSI,6.3
STRONGHOLD 3,Strategy,SouthPeak Interactive,T,FireFly Studios,4.1
PROJECT X ZONE 2,Role-Playing,Namco Bandai Games,T,Monolith Soft,6.6
ARC RISE FANTASIA,Role-Playing,Ignition Entertainment,T,imageepoch Inc.,6.3
FROGGER'S ADVENTURES 2: THE LOST WAND,Adventure,Konami,E,Konami,8.0
AEROFIGHTERS ASSAULT,Action,Victory Lap Games,E,Paradigm Entertainment,5.4
HEXEN,Shooter,GT Interactive,M,Software Creations,4.4
MACE: THE DARK AGE,Fighting,Midway Games,M,Atari,7.1
TEENAGE MUTANT NINJA TURTLES 2: BATTLE NEXUS,Action,Konami,T,Konami,5.0
50 CENT: BLOOD ON THE SAND,Shooter,THQ,M,Swordfish Studios,7.2
LUNAR LEGEND,Role-Playing,Ubisoft,E,Magic Rings,7.7
DEATH JR.,Platform,Konami,T,Backbone Entertainment,5.9
HULK,Action,Universal Interactive,T,Radical Entertainment,7.3
STREET FIGHTER 30TH ANNIVERSARY COLLECTION,Fighting,Capcom,T,Capcom,8.5
ARMORED CORE: FOR ANSWER,Simulation,Ubisoft,T,From Software,6.1
CONFLICT: DENIED OPS,Shooter,Eidos Interactive,M,Pivotal Games,5.2
RISEN,Role-Playing,Deep Silver,M,Piranha Bytes,5.9
NOSTALGIA,Role-Playing,Ignition Entertainment,E10,Matrix Software / RED Entertainment,7.2
DYNASTY WARRIORS GUNDAM,Action,Namco Bandai,T,Omega Force,6.0
TEKKEN TAG TOURNAMENT 2,Fighting,Namco Bandai Games,T,Bandai Namco Games,8.1
THE BALL,Shooter,Tripwire Interactive,M,Teotl Studios,6.3
BUBSY 3D,Platform,Accolade,E,Eidetic,5.8
HYDROPHOBIA: PROPHECY,Action,Dark Energy Digital,M,Dark Energy Digital,5.5
R-TYPE FINAL,Shooter,Eidos Interactive,E,Irem Software Engineering,8.1
JACKIE CHAN ADVENTURES: LEGEND OF THE DARK HAND,Action,Activision,E,Torus Games,7.8
SHADOWS OF THE DAMNED,Action,Electronic Arts,M,Grasshopper Manufacture,7.6
SAW II: FLESH & BLOOD,Action,Konami,M,Zombie Studios,4.2
PHANTASY STAR ONLINE VER. 2,Role-Playing,Sega,T,Sonic Team,8.3
NINJA GAIDEN 3: RAZOR'S EDGE,Action,Nintendo,M,Team Ninja,6.5
SAMURAI WARRIORS: STATE OF WAR,Action,KOEI,T,Omega Force,6.5
ARCANIA: GOTHIC 4,Role-Playing,JoWood Productions,T,Spellbound Entertainment AG,5.8
THE MUNCHABLES,Action,Namco Bandai,E,Namco Bandai Games,8.0
.HACK//QUARANTINE PART 4: THE FINAL CHAPTER,Role-Playing,Bandai,T,CyberConnect2,6.8
PLAYSTATION MOVE HEROES,Platform,Sony Computer Entertainment,E10,Nihilistic Software,4.8
DISGAEA DS,Role-Playing,NIS America,T,Nippon Ichi Software,8.0
NARC,Shooter,Midway Games,M,Point of View,5.5
AR TONELICO 2: MELODY OF METAFALICA,Role-Playing,NIS America,T,Gust,7.2
JURASSIC PARK III: ISLAND ATTACK,Adventure,Konami,E,Konami,4.9
MUSHROOM MEN: THE SPORE WARS,Action,SouthPeak Interactive,E10,Red Fly Studio,7.3
ATARI ANNIVERSARY ADVANCE,Misc,Atari,E,Digital Eclipse,7.7
ALONE IN THE DARK,Adventure,Atari,M,Hydravision Entertainment,3.1
PEGGLE NIGHTS,Puzzle,PopCap Games,E,PopCap Games,7.8
BLOODY ROAR: PRIMAL FURY,Fighting,Activision,T,Eighting / Raizing,7.9
BACKBREAKER,Sports,505 Games,E,NaturalMotion Games,5.2
THE CHRONICLES OF NARNIA: PRINCE CASPIAN,Adventure,Disney Interactive Studios,T,Traveller's Tales,6.3
METAL GEAR AC!D 2,Strategy,Konami,M,Kojima Productions,8.3
PURE FUTBOL,Sports,Ubisoft,E,Ubisoft Vancouver,3.8
SOULCALIBUR LEGENDS,Action,Namco Bandai,T,Project Soul,4.8
BATMAN: VENGEANCE,Action,Ubisoft,E,Ubisoft,6.2
TRINITY UNIVERSE,Role-Playing,NIS America,T,Nippon Ichi Software / Gust,6.2
SPIDER-MAN: FRIEND OR FOE,Action,Activision,E10,Artificial Mind and Movement,5.0
BURNOUT LEGENDS,Racing,Electronic Arts,E,Visual Impact,3.8
OTOMEDIUS EXCELLENT,Shooter,Konami,T,Konami,7.0
BRUNSWICK CIRCUIT PRO BOWLING,Sports,THQ,E,Adrenalin Entertainment,8.2
NARUTO SHIPPUDEN: DRAGON BLADE CHRONICLES,Action,Atlus,E10,8ing/Raizing,4.3
CHARLIE AND THE CHOCOLATE FACTORY,Adventure,Global Star Software,E,High Voltage Software,3.9
ALL GROWN UP! EXPRESS YOURSELF,Misc,THQ,E,Altron,3.7
DYNASTY WARRIORS: GUNDAM 3,Action,Tecmo Koei,T,Omega Force,6.5
ESPN X GAMES SKATEBOARDING,Sports,Konami,E,Konami Computer Entertainment Hawaii,5.7
VELVET ASSASSIN,Shooter,SouthPeak Interactive,M,Replay Studios,5.3
BACKYARD BASKETBALL,Sports,Atari,E,Mistic Software,6.0
MEDIEVAL II: TOTAL WAR KINGDOMS,Strategy,Sega,T,The Creative Assembly,8.2
MAJOR LEAGUE BASEBALL 2K6,Sports,2K Sports,E,Kush Games,6.2
TRAUMA TEAM,Simulation,Atlus,T,Atlus Co.,8.1
THE HOBBIT,Adventure,Sierra Entertainment,E,Midway Studios - Austin,5.0
TRUE CRIME: NEW YORK CITY,Action,Activision,M,EXAKT Entertainment,6.4
IRON CHEF AMERICA: SUPREME CUISINE,Simulation,Destineer,E10,Black Lantern Studios,2.0
ESPN FINAL ROUND GOLF 2002,Sports,Konami,E,Konami Computer Entertainment Nagoya,6.0
LET'S TAP,Misc,Sega,E,PROPE,7.0
TRANSFORMERS: DARK OF THE MOON,Action,Activision,E10,Behaviour Interactive Inc.,3.0
.HACK//G.U. VOL.3//REDEMPTION,Role-Playing,Namco Bandai,T,CyberConnect2,5.7
MERCURY MELTDOWN REVOLUTION,Action,Ignition Entertainment,E,Unknown,8.0
NBA 09: THE INSIDE,Sports,Sony Computer Entertainment,E,SCE San Diego Studio,8.2
BATMAN BEGINS,Action,Electronic Arts,E10,Vicarious Visions,6.3
DISNEY'S HOME ON THE RANGE,Action,Disney Interactive Studios,E,Artificial Mind and Movement,5.0
MONSTERS VS. ALIENS,Platform,Activision,E10,Beenox,6.5
.HACK//G.U. VOL.1//REBIRTH,Role-Playing,Namco Bandai,T,CyberConnect2,6.6
FAIRYTALE FIGHTS,Action,Playlogic Game Factory,M,Playlogic Game Factory,4.8
THE CURSED CRUSADE,Action,Atlus,M,Kylotonn Entertainment,4.0
CATWOMAN,Action,Electronic Arts,T,Argonaut Games,4.6
JAMES BOND 007: EVERYTHING OR NOTHING,Shooter,Electronic Arts,T,Griptonite Games,7.1
SHREK EXTRA LARGE,Platform,TDK Mediactive,T,Digital Illusions,3.0
GUNVALKYRIE,Shooter,Sega,T,Smilebit,6.1
CLOCK TOWER II: THE STRUGGLE WITHIN,Adventure,Agetec,M,Human Entertainment,4.4
BOMBERMAN LAND,Misc,Hudson Soft,E,Hudson Soft,6.0
AXIOM VERGE,Action,Thomas Happ Games,E10,Thomas Happ Games,7.5
DEMENTIUM: THE WARD,Shooter,Gamecock,M,Renegade Kid,7.5
BACKYARD WRESTLING: DON'T TRY THIS AT HOME,Fighting,Eidos Interactive,M,Paradox Development,6.0
LOST KINGDOMS,Role-Playing,Activision,T,From Software,7.3
STREET FIGHTER ALPHA 2,Fighting,Capcom,T,Capcom,8.0
DRIVER: SAN FRANCISCO,Racing,Ubisoft,T,Ubisoft Reflections,7.0
ZOO KEEPER,Puzzle,Ignition Entertainment,E,"Buddiez, Inc.",7.2
MIDWAY ARCADE TREASURES,Misc,Midway Games,T,Digital Eclipse,6.8
CLASSIC NES SERIES: DONKEY KONG,Platform,Nintendo,E,Nintendo,6.5
F1 2011,Racing,Codemasters,E,Codemasters,5.5
ALIENS: INFESTATION,Action,Sega,T,Way Forward,8.5
CUBIVORE: SURVIVAL OF THE FITTEST,Adventure,Atlus,E,Saru Brunei / Intelligent Systems,7.1
TAZ WANTED,Platform,Atari,E,Blitz Games,5.5
CASTLEVANIA JUDGMENT,Fighting,Konami,T,Konami / Eighting,4.6
HOT WHEELS VELOCITY X,Racing,THQ,E,Saffire Corporation,5.2
ALIEN RESURRECTION,Shooter,Fox Interactive,M,Argonaut Games,5.2
CLASH OF THE TITANS: THE VIDEOGAME,Action,Namco Bandai,T,Game Republic,3.8
ROBOTECH: BATTLECRY,Shooter,TDK Mediactive,T,Vicious Cycle,7.2
CURIOUS GEORGE,Action,Namco,E,Torus Games,6.6
GUILTY GEAR JUDGMENT,Fighting,Majesco,T,Arc System Works,7.5
NCAA FOOTBALL 09 ALL-PLAY,Sports,EA Sports,E,Team Fusion,5.3
KING'S FIELD,Role-Playing,ASCII Entertainment,T,From Software,7.1
MIDWAY ARCADE TREASURES 2,Misc,Midway Games,M,Backbone Entertainment,7.2
EL SHADDAI: ASCENSION OF THE METATRON,Action,Ignition Entertainment,T,Ignition Entertainment,8.0
MARBLE SAGA: KORORINPA,Puzzle,Konami,E,Hudson Soft,7.4
SPIDER-MAN: WEB OF SHADOWS - AMAZING ALLIES EDITION,Action,Activision,E10,Shaba Games,7.7
FATAL FRAME II: CRIMSON BUTTERFLY,Action,Tecmo,M,Tecmo,7.8
ALONE IN THE DARK: THE NEW NIGHTMARE,Adventure,Infogrames,M,Darkworks,7.2
THE KING OF FIGHTERS XII,Fighting,Ignition Entertainment,T,SNK Playmore Corporation,6.0
SID MEIER'S PIRATES!,Strategy,2K Games,E10,Firaxis Games,6.5
KLONOA,Platform,Namco Bandai,E10,Paon Corporation,7.6
READY 2 RUMBLE REVOLUTION,Sports,Atari,T,10tacle Studios AG,3.1
CULDCEPT SAGA,Role-Playing,Namco Bandai,T,OmiyaSoft,7.7
INNOCENT LIFE: A FUTURISTIC HARVEST MOON,Simulation,Natsume,E,ArtePiazza,6.5
ASTEROIDS HYPER 64,Shooter,Crave Entertainment,E,Syrox Developments,5.6
BUCK BUMBLE,Action,Ubisoft,E,Argonaut Games,6.8
STARCRAFT 64,Strategy,Nintendo,T,Mass Media,8.0
NARUTO: ULTIMATE NINJA HEROES 2 - THE PHANTOM FORTRESS,Fighting,Namco Bandai,T,CyberConnect2,6.2
BLITZ: THE LEAGUE,Sports,Midway Games,M,Midway Games,6.5
PILLARS OF ETERNITY,Role-Playing,Paradox Interactive,M,Obsidian Entertainment,8.3
TNA IMPACT!,Fighting,Midway Games,T,Midway Studios Los Angeles,5.3
SCARFACE: MONEY. POWER. RESPECT.,Strategy,Sierra Entertainment,M,Radical Entertainment,6.4
CUSTOM ROBO ARENA,Fighting,Nintendo,E10,Noise Inc.,7.4
SID MEIER'S CIVILIZATION IV,Strategy,2K Games,E10,Firaxis Games,9.4
SHAUN WHITE SKATEBOARDING,Sports,Ubisoft,T,Ubisoft Montreal,6.1
KONAMI KRAZY RACERS,Racing,Konami,E,KCEK,7.7
F-ZERO: GP LEGEND,Racing,Nintendo,E,Suzak,7.1
FIELD COMMANDER,Strategy,Sony Online Entertainment,T,Sony Online Entertainment,7.7
NBA 2K12,Sports,2K Sports,E,Visual Concepts,8.5
DRAGON BALL: ORIGINS 2,Action,Namco Bandai,T,Game Republic,6.9
JAMES NOIR'S HOLLYWOOD CRIMES,Adventure,Ubisoft,T,Ubisoft,7.0
NARUTO POWERFUL SHIPPUDEN,Action-Adventure,Namco Bandai Games,E10,Namco Bandai Games,8.0
CASTLEVANIA: LORDS OF SHADOW - MIRROR OF FATE,Action-Adventure,Konami Digital Entertainment,M,Mercury Steam,7.2
AMPED 3,Sports,2K Sports,T,2K Sports,7.2
CHAOTIC: SHADOW WARRIORS,Action,Activision,E10,Activision,6.2
WINGS OF PREY,Simulation,YuPlay,RP,Gaijin Entertainment,8.3
ARCANA HEART,Fighting,Atlus,T,Examu Inc.,8.1
XENOBLADE CHRONICLES 2: TORNA ~ THE GOLDEN COUNTRY,Role-Playing,Nintendo,T,Monolith Soft,7.5
GRAVITY RUSH REMASTERED,Action-Adventure,Sony Computer Entertainment,T,Bluepoint Games,7.9
LUFIA: CURSE OF THE SINISTRALS,Role-Playing,Natsume,E10,Neverland Company,7.8
DIGIMON BATTLE SPIRIT 2,Fighting,Bandai,E,Dimps Corporation,7.0
BLITZ: THE LEAGUE II,Sports,Midway Games,M,Midway Games,6.3
STORMRISE,Strategy,Sega,M,The Creative Assembly,4.4
ATELIER IRIS: ETERNAL MANA,Role-Playing,NIS America,T,Gust,7.2
BLINX 2: MASTERS OF TIME & SPACE,Platform,Microsoft Game Studios,E,Artoon,6.8
WOLFENSTEIN: THE OLD BLOOD,Shooter,Bethesda Softworks,M,MachineGames,8.0
WORDJONG,Puzzle,Destineer,E,Magellan Interactive,7.5
THE GODFATHER: BLACKHAND EDITION,Adventure,Electronic Arts,M,EA Redwood Shores,7.4
XGIII: EXTREME G RACING,Racing,Acclaim Entertainment,E,Acclaim Studios Cheltenham,8.6
Z.H.P. UNLOSING RANGER VS DARKDEATH EVILMAN,Role-Playing,NIS America,T,Nippon Ichi Software,8.0
CRUSH3D,Platform,Sega,E10,ZoÃ« Mode,6.5
NHL 2K10,Sports,2K Sports,E10,Visual Concepts,6.5
INFECTED,Shooter,Majesco,M,Planet Moon Studios,7.3
KINGDOM OF PARADISE,Role-Playing,Sony Computer Entertainment,T,Climax Entertainment,7.0
PROJECT SYLPHEED: ARC OF DECEPTION,Shooter,Microsoft,T,Game Arts / Seta Corporation,6.7
