rank,name,year,genre,na_sales,eu_sales,jp_sales,other_sales,global_sales,critic_score,esrb_rating,userscore,metascore
6173,REMINGTON SUPER SLAM HUNTING: AFRICA,2010-01-01,Sports,0.27,0,0,0.02,0.28,,,,
6181,PITFALL: THE MAYAN ADVENTURE,2001-01-01,Platform,0.2,0.07,0,0.01,0.28,,,,
6183,SING PARTY,2012-01-01,Misc,0.13,0.12,0,0.02,0.28,6.8,E10,5.4,60
6188,VIRTUA FIGHTER 5 ONLINE,2007-01-01,Fighting,0.2,0.03,0.03,0.02,0.28,9.2,T,7.6,89
6191,WILD ARMS 5,2006-01-01,Role-Playing,0.14,0.11,0,0.04,0.28,7.5,T,7.6,71
6194,MEGA MAN 7,1995-01-01,Platform,0.03,0.01,0.23,0.01,0.28,,,,
6198,NBA IN THE ZONE,1995-01-01,Sports,0.16,0.11,0,0.02,0.28,,,,
6200,F1 ROC: RACE OF CHAMPIONS,1992-01-01,Sports,0,0,0.28,0,0.28,,,,
6203,SILENT HILL 2: RESTLESS DREAMS,2001-01-01,Action,0.21,0.06,0,0.01,0.28,,,8.5,84
6208,SOUL NOMAD & THE WORLD EATERS,2007-01-01,Role-Playing,0.14,0.11,0,0.04,0.28,,,7.9,73
6209,ROLLERCOASTER TYCOON 3,2004-01-01,Strategy,0.01,0.22,0,0.05,0.28,8.3,E,5.2,81
6210,BASS STRIKE,2001-01-01,Sports,0.14,0.11,0,0.04,0.28,,,5.8,57
6212,DANGANRONPA ANOTHER EPISODE: ULTRA DESPAIR GIRLS,2014-01-01,Action,0.1,0.03,0.12,0.04,0.28,,,7.1,67
6215,REAL POOL,2000-01-01,Sports,0.14,0.11,0,0.04,0.28,,,,
6219,KAKYUUSEI,1997-01-01,Strategy,0,0,0.28,0,0.28,,,,
6222,CIVILIZATION II,1998-01-01,Strategy,0.15,0.11,0,0.02,0.28,8.2,E,,
6224,DYNASTY WARRIORS: GUNDAM,2008-01-01,Action,0,0,0.28,0,0.28,,,6.4,55
6226,TRANSFORMERS: CYBERTRON ADVENTURES,2010-01-01,Action,0.15,0.1,0,0.03,0.28,3.7,T,6.5,41
6228,F-1 GRAND PRIX,1992-01-01,Racing,0,0,0.28,0,0.28,,,,
6230,PINKALICIOUS,2011-01-01,Misc,0.26,0,0,0.02,0.28,,,,
6232,DEER HUNTER,2003-01-01,Sports,0.14,0.11,0,0.04,0.28,,,,
6233,POKEMON BOX: RUBY & SAPPHIRE,2003-01-01,Misc,0,0,0.27,0.01,0.28,,,,
6235,YU-GI-OH! MONSTER CAPSULE BREED & BATTLE,1998-01-01,Role-Playing,0,0,0.26,0.02,0.28,,,,
6240,MY JAPANESE COACH,2008-01-01,Misc,0.25,0,0,0.02,0.28,,,,
6241,PUPPETEER,2013-01-01,Platform,0.11,0.1,0.02,0.04,0.28,,,8.5,80
6245,SUMMER HEAT BEACH VOLLEYBALL,2003-01-01,Sports,0.14,0.11,0,0.04,0.28,,,7.7,65
6248,BLACK,2010-01-01,Action,1.32,0.13,0.03,0.17,1.67,7.7,M,8,77
6250,POWER PRO KUN POCKET 3,2001-01-01,Sports,0,0,0.27,0.01,0.28,,,,
6252,CASTLEVANIA: ARIA OF SORROW,2003-01-01,Platform,0.2,0.07,0,0,0.28,8.8,T,8.8,91
6255,MOBILE SUIT GUNDAM SIDE STORY I: SENRITSU NO BLUE,1996-01-01,Shooter,0,0,0.28,0,0.28,,,,
6256,ARMORED CORE: PROJECT PHANTASMA,1997-01-01,Simulation,0.06,0.04,0.15,0.02,0.28,7.2,T,,
6257,DONKEY KONG GB: DINKY KONG & DIXIE KONG,2000-01-01,Platform,0,0,0.28,0,0.28,,,,
6258,KOBITODZUKAN: KOBITO KANSATSU SET,2012-01-01,Misc,0,0,0.28,0,0.28,,,,
6259,EXCITEBOTS: TRICK RACING,2009-01-01,Racing,0.26,0,0,0.02,0.28,7.7,E,8.6,77
6262,NICHIBUTSU ARCADE CLASSICS,1995-01-01,Misc,0,0,0.28,0,0.28,,,,
6263,KENKA BANCHO: BADASS RUMBLE,2008-01-01,Action,0.06,0,0.2,0.01,0.27,7,T,7.5,70
6265,MOERO! NEKKETSU RHYTHM DAMASHII: OSU! TATAKAE! OUENDAN! 2,2007-01-01,Misc,0,0,0.27,0,0.27,,,,
6266,Q-BALL: BILLIARDS MASTER,2000-01-01,Sports,0.13,0.1,0,0.04,0.27,,,,
6267,MR. DO!,1982-01-01,Action,0.26,0.02,0,0,0.27,,,,
6269,WARHAWK,2007-01-01,Misc,0.74,0.56,0,0.2,1.52,8.4,T,8.3,84
6270,TAO FENG: FIST OF THE LOTUS,2003-01-01,Fighting,0.21,0.06,0,0.01,0.27,,,6.5,65
6272,SHIN NIPPON PRO WRESTLING: TOUKON RETSUDEN 2,1996-01-01,Fighting,0,0,0.26,0.02,0.27,,,,
6275,MOTOCROSS MANIACS ADVANCE,2002-01-01,Racing,0.2,0.07,0,0,0.27,,,,
6276,RESIDENT EVIL 2: DUAL SHOCK EDITION,1998-01-01,Action,0,0,0.26,0.02,0.27,9,M,,
6278,M&M'S BLAST!,2001-01-01,Puzzle,0.2,0.07,0,0,0.27,,,,
6281,FINAL FANTASY X INTERNATIONAL,2004-01-01,Role-Playing,0,0,0.27,0,0.27,,,,
6286,LITTLEST PET SHOP: BEACH FRIENDS,2009-01-01,Simulation,0.25,0,0,0.02,0.27,,,,
6288,SUIKODEN TIERKREIS,2008-01-01,Role-Playing,0.09,0.01,0.15,0.01,0.27,7.7,E10,7.8,76
6289,EVIL DEAD: HAIL TO THE KING,2000-01-01,Adventure,0.15,0.1,0,0.02,0.27,5.1,M,5.7,40
6290,DRAGON BALL GT: FINAL BOUT,1997-01-01,Fighting,0.02,0.02,0.22,0.02,0.27,,,,
6292,DAVE MIRRA FREESTYLE BMX: MAXIMUM REMIX,2001-01-01,Sports,0.15,0.1,0,0.02,0.27,,,8.1,67
6296,RESIDENT EVIL: DEADLY SILENCE,2006-01-01,Action,0.12,0.03,0.11,0.01,0.27,6.7,M,8.1,71
6298,BEAMRIDER,1984-01-01,Racing,0.26,0.01,0,0,0.27,,,,
6301,ATHENS 2004,2004-01-01,Sports,0.13,0.1,0,0.03,0.27,,,7.4,61
6302,GUNSHIP,1996-01-01,Simulation,0.15,0.1,0,0.02,0.27,,,,
6303,JIKKYOU POWERFUL PRO YAKYUU PORTABLE 4,2009-01-01,Sports,0,0,0.27,0,0.27,,,,
6304,SD GUNDAM G GENERATION PORTABLE,2006-01-01,Strategy,0,0,0.27,0,0.27,,,,
6307,BATEN KAITOS: ETERNAL WINGS AND THE LOST OCEAN,2003-01-01,Role-Playing,0.21,0.05,0,0.01,0.27,8.2,T,8.5,80
6308,BISHOUJO SENSHI SAILORMOON R,1993-01-01,Fighting,0,0,0.27,0,0.27,,,,
6310,SLAM DUNK: YONKYO TAIKETSU!!,1994-01-01,Sports,0,0,0.27,0,0.27,,,,
6311,RHYTHM THIEF & THE EMPEROR'S TREASURE,2012-01-01,Misc,0.07,0.07,0.12,0.01,0.27,,,8,76
6323,RALLISPORT CHALLENGE 2,2004-01-01,Racing,0.18,0.08,0,0.01,0.27,,,8.9,87
6324,FUSHIGI NO DUNGEON: FUURAI NO SHIREN GB: TSUKIKAGEMURA NO KAIBUTSU,1996-01-01,Role-Playing,0,0,0.27,0,0.27,,,,
6327,DISGAEA 5: ALLIANCE OF VENGEANCE,2015-01-01,Role-Playing,0.1,0.08,0.06,0.04,0.27,,,8.2,80
6328,RATCHET & CLANK: SIZE MATTERS,2005-01-01,Platform,1.53,1.5,0.13,0.9,4.06,8.5,E10,6.6,62
6329,BATTLE OF GIANTS: MUTANT INSECTS,2010-01-01,Strategy,0.09,0.15,0,0.03,0.27,,,,
6331,SENGOKU BASARA 4,2014-01-01,Action,0,0,0.27,0,0.27,,,,
6332,YU-GI-OH! THE SACRED CARDS (JP WEEKLY SALES),2002-01-01,Role-Playing,0,0,0.26,0.01,0.27,,,,
6333,WWE ROAD TO WRESTLEMANIA X8,2002-01-01,Fighting,0.19,0.07,0,0,0.27,,,7.5,73
6334,MEDAROT 3: KABUTO / KUWAGATA VERSION,2000-01-01,Role-Playing,0,0,0.27,0,0.27,,,,
6335,FULLMETAL ALCHEMIST 2: CURSE OF THE CRIMSON ELIXIR,2004-01-01,Role-Playing,0.13,0.1,0,0.03,0.27,,,8.4,67
6343,TROPICO 4,2011-01-01,Strategy,0.1,0.13,0,0.04,0.27,7.9,T,7.4,77
6344,NBA IN THE ZONE '98,1997-01-01,Sports,0.25,0.02,0,0,0.27,,,,
6345,JIKKYOU POWERFUL PRO YAKYUU 5,1998-01-01,Sports,0,0,0.27,0,0.27,,,,
6346,NBA JAM 99,1998-01-01,Sports,0.25,0.02,0,0,0.27,,,,
6349,MEDAL OF HONOR HEROES 2,2011-01-01,Shooter,0.84,0.43,0.03,0.29,1.58,6.6,T,7.1,69
6350,SHADOW OF ROME,2005-01-01,Action,0.13,0.1,0,0.03,0.27,,,8.4,75
6351,TOHOKU DAIGAKU KAREI IGAKU KENKYUUSHO - KAWASHIMA RYUUTA KYOUJU KANSHUU - MONO SUGOKU NOU O KITAERU 5-FUNKAN NO ONI TRAINING,2012-01-01,Action,0,0,0.27,0,0.27,,,,
6352,TALES OF ETERNIA,2005-01-01,Role-Playing,0,0.01,0.25,0.01,0.27,,,,
6354,BEN 10 TRIPLE PACK,2011-01-01,Misc,0.13,0.12,0,0.03,0.27,,,,
6360,THE PENGUINS OF MADAGASCAR,2010-01-01,Action,0.13,0.12,0,0.02,0.27,,,,
6361,SUMMER ATHLETICS: THE ULTIMATE CHALLENGE (US SALES),2008-01-01,Sports,0.23,0.04,0,0,0.27,,,,
6363,MORTAL KOMBAT 3,2008-01-01,Role-Playing,2.51,0.76,0.02,0.13,3.42,,,,
6365,JIKKYOU POWERFUL PRO YAKYUU 2,1995-01-01,Sports,0,0,0.27,0,0.27,,,,
6370,THOROUGHBRED BREEDER II,1994-01-01,Simulation,0,0,0.27,0,0.27,,,,
6371,SHIN MEGAMI TENSEI: DEVIL SURVIVOR,2009-01-01,Role-Playing,0.14,0,0.12,0.01,0.27,8.4,T,4.6,84
6372,MAGICAL VACATION,2001-01-01,Role-Playing,0,0,0.26,0.01,0.27,,,,
6378,SUPERBIKE 2000,1999-01-01,Racing,0.15,0.1,0,0.02,0.27,,,,
6379,AMERICA'S TEST KITCHEN: LET'S GET COOKING,2010-01-01,Simulation,0.25,0,0,0.02,0.27,8.5,E,,
6380,FINAL FANTASY XI: ULTIMATE COLLECTION,2009-01-01,Role-Playing,0.25,0,0,0.02,0.27,,,,
6381,FIRE EMBLEM: SHIN MONSHOU NO NAZO HIKARI TO KAGE NO EIYUU,2010-01-01,Strategy,0,0,0.27,0,0.27,,,,
6383,CONNECT FOUR / PERFECTION / TROUBLE,2005-01-01,Misc,0.19,0.07,0,0,0.27,,,,
6388,ALUNDRA 2: A NEW LEGEND BEGINS,1999-01-01,Role-Playing,0.15,0.1,0,0.02,0.27,7.1,T,,
6391,JIKKYOU POWERFUL PRO YAKYUU '98 KETTEIBAN,1998-01-01,Sports,0,0,0.25,0.02,0.27,,,,
6392,ACE ATTORNEY 6,2016-01-01,Adventure,0,0,0.27,0,0.27,,,,
6394,CAKE MANIA 2: JILL'S NEXT ADVENTURE!,2008-01-01,Puzzle,0.24,0,0,0.02,0.27,,,,
6397,INITIAL D: SPECIAL STAGE,2003-01-01,Racing,0,0,0.27,0,0.27,,,,
6409,ULTIMATE NES REMIX,2014-01-01,Action,0.15,0.09,0,0.02,0.27,7,E,7.7,69
6411,NFL STREET 3,2006-01-01,Sports,0.24,0,0,0.02,0.27,6.7,E,8.3,68
6412,BATTLE ARENA TOSHINDEN 3,1996-01-01,Fighting,0.06,0.04,0.14,0.02,0.27,,,,
6415,SUPER NAZO PUYO: RURUU NO RUU,1995-01-01,Puzzle,0,0,0.27,0,0.27,,,,
6417,INUYASHA: FEUDAL COMBAT,2005-01-01,Fighting,0.13,0.1,0,0.03,0.27,,,8.3,52
6418,DUEL MASTERS,2004-01-01,Strategy,0.13,0.1,0,0.03,0.27,,,8.3,66
6420,SUPER COLLAPSE! 3,2007-01-01,Puzzle,0.25,0,0,0.02,0.27,,,,
6423,MY VIRTUAL TUTOR: READING ADVENTURE KINDERGARTEN TO FIRST,2009-01-01,Misc,0.25,0,0,0.02,0.27,,,,
6424,DYNASTY WARRIORS NEXT,2011-01-01,Action,0.06,0.07,0.11,0.03,0.27,,,7.5,67
6427,OPERATION ARMORED LIBERTY,2003-01-01,Action,0.19,0.07,0,0,0.27,,,,
6429,DYNASTY WARRIORS 7: XTREME LEGENDS,2011-01-01,Action,0.04,0.05,0.16,0.02,0.27,,,7.7,64
6430,SUMMER SPORTS 2: ISLAND SPORTS PARTY,2008-01-01,Sports,0.24,0,0,0.02,0.27,,,,
6432,FISH TYCOON,2007-01-01,Simulation,0.24,0,0,0.02,0.27,,,7,46
6433,FROZEN: OLAF'S QUEST,2009-01-01,Misc,0.55,0.61,0,0.11,1.27,,,,
6438,DRAGON BALL Z: TENKAICHI TAG TEAM,2010-01-01,Fighting,0.11,0.04,0.09,0.03,0.27,6,T,8.8,63
6443,LOWRIDER,2002-01-01,Misc,0.11,0.09,0.03,0.03,0.26,,,8.4,46
6444,RELOAD: TARGET DOWN,2010-01-01,Shooter,0.25,0,0,0.02,0.26,,,,
6446,DUNGEONS & DRAGONS: EYE OF THE BEHOLDER,2002-01-01,Role-Playing,0.19,0.07,0,0,0.26,4.8,E,5.9,57
6450,RAYMAN DS,2005-01-01,Platform,0.21,0.04,0,0.02,0.26,5.4,E,7.6,58
6452,THE HOUSE OF THE DEAD 2,1998-01-01,Shooter,0,0,0.26,0,0.26,7.5,M,,
6455,LITTLEST PET SHOP: FRIENDS,2009-01-01,Simulation,0.22,0.02,0,0.02,0.26,,,,
6456,GOLF,2001-01-01,Action,12.3,3.66,20.28,0.48,36.78,,,,
6456,JAMPACK SUMMER '99,2001-01-01,Action,1.62,1.08,0,0.18,2.88,,,,
6456,NFL GAMEDAY 98,2001-01-01,Action,9.48,0.36,0,0.24,10.08,8.6,E,,
6456,RUNE: VIKING WARLORD,2001-01-01,Action,0.13,0.1,0,0.03,0.26,,,7.6,53
6457,PANZER DRAGOON ORTA,2002-01-01,Shooter,0.16,0.05,0.04,0.01,0.26,8.8,T,8.6,90
6458,JIKKYOU POWERFUL PRO YAKYUU '99 KETTEIBAN,1999-01-01,Sports,0,0,0.25,0.02,0.26,,,,
6460,KING'S FIELD II,1996-01-01,Role-Playing,0.08,0.06,0.11,0.02,0.26,7.3,T,,
6462,AIKATSU! 2-NIN NO MY PRINCESS,2013-01-01,Action,0,0,0.26,0,0.26,,,,
6463,BEYBLADE: METAL FUSION,2009-01-01,Role-Playing,0.08,0.03,0.14,0.01,0.26,,,,
6464,NCAA GAMEBREAKER,1996-01-01,Sports,0.15,0.1,0,0.02,0.26,,,,
6468,ZOO TYCOON 2: ULTIMATE COLLECTION,2008-01-01,Strategy,0.04,0.18,0,0.04,0.26,,,,
6469,TOMBA!,1997-01-01,Platform,0.15,0.1,0,0.02,0.26,8.6,E,,
6470,LOVE PLUS,2009-01-01,Simulation,0,0,0.26,0,0.26,,,,
6472,SPIDER-MAN,2006-01-01,Sports,3,1.39,0.02,0.18,4.59,8.4,E,6.9,72
6475,VIRTUA RACING,1994-01-01,Racing,0,0,0.26,0,0.26,,,,
6479,DS BUNGAKU ZENSHUU,2007-01-01,Misc,0,0,0.26,0,0.26,,,,
6480,WE CHEER 2,2009-01-01,Simulation,0.24,0,0,0.02,0.26,,,,
6481,NANCY DREW: THE MYSTERY OF THE CLUE BENDER SOCIETY,2008-01-01,Adventure,0.24,0,0,0.02,0.26,,,,
6482,INAZUMA ELEVEN GO 3: GALAXY,2013-01-01,Sports,0,0,0.26,0,0.26,,,,
6486,PROJECT RUNWAY,2010-01-01,Simulation,0.24,0,0,0.02,0.26,,,,
6488,THE ADVENTURES OF JIMMY NEUTRON BOY GENIUS VS. JIMMY NEGATRON,2002-01-01,Action,0.19,0.07,0,0,0.26,6,E,,
6489,SENGOKU BASARA 2,2006-01-01,Action,0,0,0.26,0,0.26,,,,
6491,INAZUMA ELEVEN STRIKERS,2011-01-01,Role-Playing,0,0.01,0.25,0,0.26,,,7.9,59
6492,HEY ARNOLD! THE MOVIE,2002-01-01,Platform,0.19,0.07,0,0,0.26,5.5,E,,
6493,FINAL FANTASY V ADVANCE,2006-01-01,Role-Playing,0,0,0.26,0.01,0.26,8.2,E,8.4,83
6496,STAR TREK: INVASION,2000-01-01,Simulation,0.15,0.1,0,0.02,0.26,,,7.5,76
6499,BABYSITTING MANIA,2008-01-01,Simulation,0.24,0,0,0.02,0.26,,,,
6502,ACE ATTORNEY INVESTIGATIONS 2,2011-01-01,Adventure,0,0,0.26,0,0.26,,,,
6504,SMART GIRL'S PLAYHOUSE,2007-01-01,Misc,0.24,0,0,0.02,0.26,,,,
6511,YU-GI-OH! ULTIMATE MASTERS: WORLD CHAMPIONSHIP TOURNAMENT 2006,2006-01-01,Misc,0.14,0.05,0.07,0.01,0.26,,,,
6512,POWER PRO KUN POCKET 5,2003-01-01,Sports,0,0,0.25,0.01,0.26,,,,
6513,KONJIKI NO GASHBELL!! MAKAI NO BOOKMARK,2004-01-01,Adventure,0,0,0.25,0.01,0.26,,,,
6515,RIDING SPIRITS,2002-01-01,Racing,0.13,0.1,0,0.03,0.26,,,8.5,59
6518,ETRIAN ODYSSEY UNTOLD: THE MILLENNIUM GIRL,2013-01-01,Role-Playing,0.1,0.01,0.14,0.01,0.26,,,8.1,80
6519,BUST A GROOVE 2,1999-01-01,Misc,0.04,0.03,0.18,0.02,0.26,7,E,,
6520,HATSUNE MIKU: PROJECT DIVA,2009-01-01,Misc,0,0,0.26,0,0.26,,,,
6522,GUNDAM BATTLE UNIVERSE,2008-01-01,Fighting,0,0,0.26,0,0.26,,,,
6523,SENGOKU BASARA: BATTLE HEROES,2009-01-01,Action,0,0,0.26,0,0.26,,,,
6525,STAR WARS EPISODE I: BATTLE FOR NABOO,2000-01-01,Simulation,0.21,0.05,0,0,0.26,8.5,T,,
6526,DUKE NUKEM: ZERO HOUR,1999-01-01,Shooter,0.21,0.05,0,0,0.26,,,,
6527,BIOSHOCK,1999-01-01,Shooter,2.41,1.74,0.06,0.51,4.69,9.3,M,8.5,96
6529,ARMORED CORE: NEXUS,2004-01-01,Simulation,0.06,0.05,0.14,0.02,0.26,,,8.7,73
6531,DORA THE EXPLORER: THE SEARCH FOR PIRATE PIG'S TREASURE,2002-01-01,Adventure,0.19,0.07,0,0,0.26,,,,
6536,OUTLAW VOLLEYBALL,2003-01-01,Sports,0.19,0.06,0,0.01,0.26,,,8.4,77
6539,REALSPORTS FOOTBALL,1981-01-01,Sports,0.24,0.01,0,0,0.26,,,,
6541,SD GUNDAM G GENERATION: CROSS DRIVE,2007-01-01,Strategy,0,0,0.26,0,0.26,,,,
6544,DUNGEONS & DRAGONS HEROES,2003-01-01,Role-Playing,0.19,0.06,0,0.01,0.26,,,8.1,72
6547,LOVING LIFE WITH HELLO KITTY & FRIENDS,2011-01-01,Misc,0.15,0.08,0,0.02,0.26,,,,
6549,LEGAIA 2: DUEL SAGA,2001-01-01,Role-Playing,0.13,0.1,0,0.03,0.26,,,8.4,67
6551,KARAOKE JOYSOUND WII,2008-01-01,Misc,0.01,0,0.25,0,0.26,,,,
6553,POLARIUM,2004-01-01,Puzzle,0.13,0.01,0.11,0.01,0.26,7.6,E,8.4,73
6556,CLASSIC NES SERIES: BOMBERMAN,2004-01-01,Action,0.1,0.04,0.11,0.01,0.26,5.4,E,,
6559,BRATZ PONYZ 2,2008-01-01,Adventure,0.24,0,0,0.02,0.26,,,,
6560,A.C.E.: ANOTHER CENTURY'S EPISODE,2005-01-01,Simulation,0,0,0.26,0,0.26,,,,
6565,ODDWORLD: STRANGER'S WRATH,2005-01-01,Adventure,0.19,0.06,0,0.01,0.26,,,8.9,88
6567,KING OF FIGHTERS: MAXIMUM IMPACT,2004-01-01,Fighting,0.13,0.1,0,0.03,0.26,,,6.4,64
6568,MARVEL SUPER HEROES VS. STREET FIGHTER,1998-01-01,Fighting,0.14,0.1,0,0.02,0.26,,,,
6570,J-LEAGUE PRO SOCCER CLUB WO TSUKUROU!,1996-01-01,Sports,0,0,0.26,0,0.26,,,,
6571,DAISY FUENTES PILATES,2009-01-01,Sports,0.17,0.06,0,0.02,0.26,,,,
6573,DRAKAN: THE ANCIENTS' GATES,2002-01-01,Adventure,0.13,0.1,0,0.03,0.26,,,9,78
6574,DEAD OR ALIVE XTREME 2,2006-01-01,Sports,0.15,0.03,0.06,0.02,0.26,5.3,M,6.7,53
6575,PETZ: CRAZY MONKEYZ,2008-01-01,Simulation,0.23,0,0,0.02,0.26,3.5,E,,
6577,CHORO Q3,1998-01-01,Racing,0,0,0.24,0.02,0.26,,,,
6578,TOKYO JUNGLE,2012-01-01,Action,0,0,0.26,0,0.26,,,8.4,74
6580,DRAGON BALL: RAGING BLAST,2004-01-01,Platform,0.73,0.28,0.13,0.14,1.28,5.6,T,7.4,57
6582,BIONICLE: MATORAN ADVENTURES,2002-01-01,Platform,0.18,0.07,0,0,0.26,,,,
6583,ARMORED CORE: MASTER OF ARENA,1999-01-01,Simulation,0.07,0.05,0.13,0.02,0.26,7.2,E,,
6584,FIRE EMBLEM: THRACIA 776,1999-01-01,Strategy,0,0,0.26,0,0.26,,,,
6585,DESERT FALCON,1987-01-01,Shooter,0.24,0.01,0,0,0.26,,,,
6587,TENGAI MAKYOU: DAISHI NO MOKUSHIROKU - THE APOCALYPSE IV,1997-01-01,Role-Playing,0,0,0.26,0,0.26,,,,
6588,A.C.E.: ANOTHER CENTURY'S EPISODE 3: THE FINAL,2007-01-01,Simulation,0,0,0.26,0,0.26,,,,
6591,THE BACKYARDIGANS,2009-01-01,Adventure,0.24,0,0,0.02,0.26,,,,
6594,SILENT HUNTER 5: BATTLE OF THE ATLANTIC,2010-01-01,Simulation,0,0.21,0,0.05,0.26,,,3.6,62
6596,TOMB RAIDER: UNDERWORLD (OTHERS SALES),2009-01-01,Adventure,0,0.21,0,0.04,0.26,,,,
6597,NHL ROCK THE RINK,1999-01-01,Sports,0.14,0.1,0,0.02,0.26,,,,
6599,NBA SHOOTOUT 2004,2003-01-01,Sports,0.13,0.1,0,0.03,0.26,,,7.8,58
13594,BATTLE RAGE,2008-01-01,Shooter,0.04,0,0,0,0.04,,,,
6602,CASTLEVANIA: HARMONY OF DISSONANCE,2002-01-01,Platform,0.16,0.06,0.04,0,0.26,8.6,T,7.9,87
6603,METROID PRIME PINBALL,2005-01-01,Misc,0.21,0,0.02,0.02,0.26,7.6,E,7.9,79
6604,FORMULA ONE 2001,2001-01-01,Racing,0.13,0.1,0,0.03,0.26,7,E,6,73
6606,DOUKYUUSEI IF,1996-01-01,Role-Playing,0,0,0.26,0,0.26,,,,
6609,SUPER STREET FIGHTER II: TURBO REVIVAL,2001-01-01,Fighting,0.18,0.07,0,0,0.25,,,7.8,84
6611,COMBINATION PRO SOCCER: J-LEAGUE NO KANTOKU NI NATTE SEKAI WO MEZASE!!,1998-01-01,Sports,0,0,0.24,0.02,0.25,,,,
6613,KIDOU SENSHI GUNDAM: GIREN NO YABOU,1998-01-01,Strategy,0,0,0.25,0,0.25,,,,
6614,IMAGINE: BALLET STAR,2008-01-01,Simulation,0.23,0.01,0,0.02,0.25,,,,
6618,CRUSADERS OF MIGHT AND MAGIC,1999-01-01,Role-Playing,0.14,0.1,0,0.02,0.25,4.8,T,,
6619,JOURNEY,2012-01-01,Adventure,0.04,0.15,0,0.06,0.25,,,8.4,92
6620,TEARAWAY UNFOLDED,2015-01-01,Platform,0.09,0.12,0,0.04,0.25,,,8,81
6622,BOMBERMAN GENERATION,2002-01-01,Adventure,0.15,0.04,0.06,0.01,0.25,8.4,E,8.4,81
6624,SURFING H3O,2000-01-01,Sports,0.12,0.1,0,0.03,0.25,,,4,46
6627,RESIDENT EVIL ARCHIVES: RESIDENT EVIL ZERO,2008-01-01,Action,0.14,0.04,0.06,0.02,0.25,5.8,M,8.4,62
6628,ZOO RESORT 3D,2011-01-01,Simulation,0.11,0.09,0.03,0.02,0.25,,,,
6629,SHREK 2,2006-01-01,Platform,2.25,1.08,0.04,0.07,3.43,4.6,E,3.8,72
6630,THE SUITE LIFE OF ZACK & CODY: TIPTON TROUBLE,2006-01-01,Action,0.23,0,0,0.02,0.25,,,,
6633,GALACTIC ATTACK,1994-01-01,Shooter,0,0,0.25,0,0.25,,,,
6634,POWER PRO KUN POCKET 2,2000-01-01,Sports,0,0,0.25,0,0.25,,,,
6640,EVIL ZONE,1998-01-01,Fighting,0.14,0.1,0,0.02,0.25,,,,
6641,SPY KIDS CHALLENGER,2002-01-01,Platform,0.18,0.07,0,0,0.25,,,,
6642,K-ON! HOUKAGO LIVE!!,2010-01-01,Misc,0,0,0.25,0,0.25,,,,
6643,A. IV EVOLUTION: A RESSHA DE IKOU 4,1994-01-01,Strategy,0,0,0.24,0.02,0.25,,,,
6644,EXHIBITION,2001-01-01,Misc,0.19,0.05,0,0.01,0.25,,,,
6647,AMPED 2,2003-01-01,Sports,0.2,0.04,0,0.01,0.25,,,7.7,80
6648,BLASTER MASTER: BLASTING AGAIN,2000-01-01,Shooter,0.14,0.1,0,0.02,0.25,7.7,T,,
6657,WIPEOUT XL,1996-01-01,Racing,0.14,0.1,0,0.02,0.25,8.8,E,,
6658,ANIMAL PARADISE,2007-01-01,Simulation,0.09,0.14,0,0.02,0.25,,,,
6659,TOM CLANCY'S GHOST RECON ADVANCED WARFIGHTER,2001-01-01,Action,1.61,0.13,0.02,0.11,1.87,9.1,T,4.5,44
6661,DYNASTY WARRIORS 6 (JP SALES),2008-01-01,Action,0,0,0.25,0,0.25,,,,
6664,MEN OF VALOR,2004-01-01,Shooter,0.19,0.05,0,0.01,0.25,,,6.2,71
6665,BOMBERMAN TOURNAMENT,2001-01-01,Puzzle,0.1,0.04,0.1,0.01,0.25,8.8,E,,
6666,GO VACATION,2005-01-01,Shooter,2.88,4.08,1.98,0.96,9.9,7,E10,7.9,64
6666,NICKELODEON FIT,2005-01-01,Shooter,2.34,0.27,0,0.18,2.79,,,,
6666,MEDAL OF HONOR EUROPEAN ASSAULT,2005-01-01,Shooter,0.19,0.05,0,0.01,0.25,7.9,T,,
6666,CARNIVAL GAMES,2005-01-01,Shooter,20.16,12.84,0.3,3.66,36.9,4.2,E,3.3,48
6669,MIDWAY'S GREATEST ARCADE HITS,2001-01-01,Misc,0.18,0.07,0,0,0.25,,,,
6675,MARIE NO ATELIER: SALBURG NO RENKINJUTSUSHI,1997-01-01,Role-Playing,0,0,0.23,0.02,0.25,,,,
6676,THE OUTFIT,2006-01-01,Action,0.21,0.02,0,0.02,0.25,7,M,7.6,70
6677,GOLDEN NUGGET CASINO,2004-01-01,Misc,0.18,0.07,0,0,0.25,,,,
6680,ULTIMATE FIGHTING CHAMPIONSHIP,2000-01-01,Fighting,0.14,0.09,0,0.02,0.25,8.6,T,7.8,88
6682,MOTOGP '07,2007-01-01,Racing,0.23,0,0,0.02,0.25,7.7,E,6.9,78
6683,SAMURAI SHODOWN II,1994-01-01,Fighting,0,0,0.25,0,0.25,,,,
6685,DON KING PRESENTS: PRIZEFIGHTER,2008-01-01,Sports,0.14,0.08,0,0.02,0.25,4,T,6.4,56
6686,HYBRID HEAVEN,1999-01-01,Role-Playing,0.16,0.04,0.05,0,0.25,7,T,,
6688,FOX SPORTS COLLEGE HOOPS '99,1998-01-01,Sports,0.2,0.05,0,0,0.25,,,,
