rank,name,platform,year,genre,na_sales,eu_sales,jp_sales,other_sales,global_sales,publisher,critic_score,user_score,crtic_esrb_rating,user_esrb_rating
7259,You Don't Know Jack,Wii,2011,Misc,0.2,0,0,0.01,0.22,THQ,6,,T,
7261,Pinball Hall of Fame: The Williams Collection,PS3,2009,Misc,0.2,0,0,0.02,0.22,Crave Entertainment,8,,E10,
7262,Guitar Hero: Smash Hits,PS2,2009,Misc,0.11,0.01,0,0.1,0.22,Activision,6.9,,T,
7266,Full Auto,X360,2006,Shooter,0.19,0.01,0,0.02,0.22,Sega,7,,T,
7267,Dead Island,PC,2011,Action,0.12,0.07,0,0.03,0.22,Deep Silver,6.7,,M,
7271,Rugby 2004,PS2,2003,Sports,0.11,0.08,0,0.03,0.22,Electronic Arts,5,,E,
7272,Disney's Magical Quest Starring Mickey and Minnie,GBA,2002,Action,0.16,0.06,0,0,0.22,Nintendo,6.1,,E,
7273,Spirit Camera: The Cursed Memoir,3DS,2012,Adventure,0.12,0.02,0.06,0.01,0.22,Nintendo,5.7,,T,
7274,NBA 06,PSP,2005,Sports,0.2,0,0,0.02,0.22,Sony Computer Entertainment,7.2,,E,
7276,Shin Megami Tensei: Persona,PSP,2009,Role-Playing,0.08,0,0.13,0.01,0.22,Atlus,7.5,,T,
7278,Wreckless: ThE YaKuza MisSiOns,PS2,2002,Racing,0.11,0.08,0,0.03,0.22,Activision,6.4,,T,
7279,Madden NFL 07,DS,2006,Sports,0.2,0,0,0.02,0.22,Electronic Arts,6.9,,E,
7281,NFL 2K3,GC,2002,Sports,0.17,0.04,0,0.01,0.22,Sega,9,,E,
7282,Darksiders II,PS4,2015,Action,0.09,0.1,0,0.04,0.22,Nordic Games,7.8,,M,
7292,Code Name: S.T.E.A.M.,3DS,2015,Strategy,0.14,0.05,0.01,0.02,0.22,Nintendo,8,,T,
7299,Britney's Dance Beat,GBA,2002,Misc,0.15,0.06,0,0,0.22,THQ,6.3,,E,
7302,Over G Fighters,X360,2006,Simulation,0.19,0.01,0,0.02,0.22,Ubisoft,5.1,,T,
7304,Apache: Air Assault,PS3,2010,Simulation,0.11,0.07,0,0.03,0.22,Activision,6.8,,T,
7310,Ninja Gaiden: Dragon Sword,DS,2008,Action,0.17,0.02,0.02,0.02,0.22,Tecmo Koei,8,,T,
7312,Blue Dragon Plus,DS,2008,Role-Playing,0.12,0.04,0.05,0.01,0.22,Ignition Entertainment,6.5,,E,
7316,Afrika,PS3,2008,Adventure,0.12,0,0.08,0.01,0.21,Unknown,6,8,E10,E10
7322,Pandemonium!,PS,1996,Platform,0.12,0.08,0,0.01,0.21,BMG Interactive Entertainment,5.8,,E,
7326,NBA,PSP,2005,Sports,0.2,0,0,0.02,0.21,Sony Computer Entertainment,6.4,7.2,E,E
7327,Teenage Mutant Ninja Turtles: Smash-Up,PS2,2009,Fighting,0.11,0.08,0,0.03,0.21,Ubisoft,7.2,,E10,
7329,Transformers: Dark of the Moon,3DS,2011,Action,0.16,0.04,0,0.02,0.21,Activision,3,,E10,
7330,Final Fantasy Fables: Chocobo's Dungeon,Wii,2007,Role-Playing,0.09,0,0.11,0.01,0.21,Square Enix,7.4,,E10,
7331,Lunar: Silver Star Story Complete,SAT,1997,Role-Playing,0,0,0.21,0,0.21,Kadokawa Shoten,7.6,10,T,T
7337,Pro Evolution Soccer 2012,Wii,2011,Action,0.08,0.08,0.03,0.02,0.21,Konami Digital Entertainment,7.5,,E,
7340,College Hoops 2K7,X360,2006,Sports,0.2,0,0,0.02,0.21,Take-Two Interactive,7.1,,E,
7345,UFC Undisputed 2010,PSP,2010,Fighting,0.11,0.07,0,0.04,0.21,THQ,7.7,,T,
7346,Baja: Edge of Control,PS3,2008,Racing,0.1,0.08,0,0.04,0.21,THQ,5,,E,
7356,Conflict Zone,PS2,2002,Strategy,0.1,0.08,0,0.03,0.21,Ubisoft,5.3,,T,
7357,Tony Hawk's American Sk8land,DS,2005,Sports,0.19,0.01,0,0.02,0.21,Activision,6,,E,
7358,de Blob 2,PS3,2011,Platform,0.11,0.07,0,0.03,0.21,THQ,7.5,,E,
7359,The BIGS 2,X360,2009,Sports,0.19,0.01,0,0.02,0.21,Take-Two Interactive,6.3,,E10,
7360,BloodRayne,XB,2002,Shooter,0.16,0.05,0,0.01,0.21,Universal Interactive,7.3,,M,
7362,50 Cent: Blood on the Sand,X360,2009,Shooter,0.12,0.07,0,0.02,0.21,THQ,7.2,,M,
7364,NHL 2K6,XB,2005,Sports,0.16,0.05,0,0.01,0.21,Take-Two Interactive,7.3,,E10,
7367,Prison Break: The Conspiracy,X360,2010,Action,0.07,0.12,0,0.02,0.21,Deep Silver,2.5,,T,
7368,Neo Contra,PS2,2004,Shooter,0.1,0.08,0,0.03,0.21,Konami Digital Entertainment,6.9,,M,
7369,MVP Baseball,PSP,2005,Sports,0.2,0,0,0.02,0.21,Electronic Arts,6.6,,E,
7378,G.I. Joe: The Rise of Cobra,PS3,2009,Action,0.11,0.07,0,0.03,0.21,Electronic Arts,3.8,,T,
7379,Rayman Raving Rabbids,X360,2007,Misc,0.18,0.01,0,0.02,0.21,Ubisoft,6.4,,E,
7384,Robotech: Battlecry,XB,N/A,Shooter,0.16,0.05,0,0.01,0.21,Unknown,7.2,,T,
7391,The Chronicles of Narnia: Prince Caspian,DS,2008,Action,0.19,0.01,0,0.02,0.21,Disney Interactive Studios,6.3,,T,
7397,Prince of Persia: Revelations,PSP,2005,Adventure,0.18,0.01,0,0.02,0.21,Ubisoft,6.3,,M,
7404,Hot Shots Tennis: Get a Grip,PSP,2010,Sports,0.06,0,0.13,0.01,0.21,Sony Computer Entertainment,8,,E,
7407,Shadow of Destiny,PS2,2001,Adventure,0.09,0.07,0.03,0.02,0.21,Konami Digital Entertainment,6.8,,T,
7411,Brunswick Pro Bowling,PSP,2007,Sports,0.19,0,0,0.02,0.21,505 Games,6.5,,E,
7412,World Series of Poker,PSP,2005,Misc,0.19,0,0,0.02,0.21,Activision,3.3,,E10,
7413,ClayFighter 63 1/3,N64,1997,Fighting,0.17,0.04,0,0,0.21,Interplay,3.1,,T,
7416,Cruis'n Exotica,N64,2000,Racing,0.17,0.04,0,0,0.21,Midway Games,5.8,,E,
7419,Heroes of Ruin,3DS,2012,Role-Playing,0.13,0.07,0,0.02,0.21,Nintendo,6.6,,RP,
7424,Bionicle,GC,2003,Action,0.16,0.04,0,0.01,0.21,Electronic Arts,4.8,,E,
7427,Threads of Fate,PS,1999,Role-Playing,0.12,0.08,0,0.01,0.21,SquareSoft,7.8,,E,
7430,Vampire Rain,X360,2007,Action,0.18,0,0.01,0.01,0.21,Microsoft Game Studios,3.9,,M,
7431,Way of the Samurai 3,X360,2009,Action,0.12,0.05,0.02,0.02,0.21,Gamebridge,6.5,,M,
7432,Deus Ex: The Conspiracy,PS2,2002,Action,0.1,0.08,0,0.03,0.21,Eidos Interactive,8,,M,
7435,Spider-Man: Web of Shadows,PS2,2008,Action,0.1,0.08,0,0.03,0.21,Activision,5.3,,T,
7437,Batman Begins,XB,2005,Action,0.16,0.04,0,0.01,0.21,Electronic Arts,6.3,,E10,
7441,Solatorobo: Red the Hunter,DS,2010,Role-Playing,0.08,0.04,0.07,0.01,0.21,Nintendo,7.6,,E10,
7446,NCAA Football 2003,GC,2002,Sports,0.16,0.04,0,0.01,0.21,Electronic Arts,9.2,,E,
7454,LEGO The Hobbit,PSV,2014,Action,0.03,0.13,0,0.05,0.21,Warner Bros. Interactive Entertainment,7,,E10,
7455,Rayman Legends,PSV,2014,Platform,0.03,0.12,0,0.05,0.21,Ubisoft,4.5,,E10,
7462,Dead to Rights: Retribution,X360,2010,Shooter,0.11,0.08,0,0.02,0.21,Namco Bandai Games,5.7,,M,
7468,Tiger Woods PGA Tour,PSP,2005,Sports,0.19,0,0,0.02,0.21,Electronic Arts,8,,E,
7475,Final Fight One,GBA,2001,Fighting,0.09,0.03,0.08,0,0.21,Ubisoft,8.2,,E,
7476,Rune Factory: Tides of Destiny,Wii,2011,Role-Playing,0.14,0,0.06,0.01,0.21,Marvelous Interactive,6.5,,E10,
7478,NCAA Football 10,PSP,2009,Sports,0.19,0,0,0.02,0.21,Electronic Arts,7,,E,
7480,Dawn of Discovery,Wii,2009,Simulation,0.13,0.06,0,0.02,0.21,Ubisoft,7.9,,E10,
7481,BeyBlade VForce: Super Tournament Battle,GC,2002,Action,0.16,0.04,0,0.01,0.21,Atari,2.5,,E,
7489,Bugs Bunny & Taz: Time Busters,PS,2000,Adventure,0.11,0.08,0,0.01,0.21,Infogrames,8,,E,
7490,Need for Speed Carbon: Own the City,DS,2006,Racing,0.17,0.02,0,0.02,0.21,Electronic Arts,7.4,,E10,
7491,Dragon Ball Z: Sagas,GC,2005,Fighting,0.16,0.04,0,0.01,0.21,Atari,5.7,,T,
7492,Kung Fu Rider,PS3,2010,Action,0.06,0.1,0.01,0.04,0.21,Sony Computer Entertainment,4.3,,E10,
7494,X2: Wolverine's Revenge,XB,2003,Platform,0.15,0.04,0,0.01,0.21,Activision,5.5,,T,
7497,Thrillville,PSP,2006,Strategy,0.18,0,0,0.02,0.2,Atari,7.4,,E10,
7504,Enchanted Arms,PS3,2007,Role-Playing,0.17,0.01,0,0.02,0.2,Ubisoft,5.9,,T,
7505,Beyblade G-Revolution,GBA,2004,Action,0.15,0.05,0,0,0.2,Atari,2.4,,E,
7506,WWE All Stars,Wii,2011,Fighting,0.11,0.07,0,0.02,0.2,THQ,7,,T,
7508,World Championship Cards,PSP,2008,Misc,0.19,0,0,0.02,0.2,Crave Entertainment,3.9,,E,
7509,You Don't Know Jack,X360,2011,Misc,0.19,0,0,0.01,0.2,THQ,6,,T,
7513,Frogger 3D,3DS,2011,Action,0.16,0.03,0,0.01,0.2,Konami Digital Entertainment,7,,E,
7515,Backyard NFL Football 2006,PS2,2005,Sports,0.1,0.08,0,0.03,0.2,Atari,5.5,,E,
7517,Planet 51,Wii,2009,Action,0.17,0.02,0,0.02,0.2,Sega,5.7,,E,
7519,DarkStar One: Broken Alliance,X360,2010,Simulation,0.11,0.08,0,0.02,0.2,Kalypso Media,6.4,,T,
7523,Two Worlds II,PC,2011,Role-Playing,0.09,0.09,0,0.03,0.2,Unknown,6.5,,M,
7528,Phantasy Star Online,DC,2000,Role-Playing,0,0,0.2,0,0.2,Sega,8.9,,T,
7530,Dark Messiah of Might and Magic Elements,X360,2008,Role-Playing,0.16,0.02,0.01,0.02,0.2,Ubisoft,5,,M,
7534,"Warhammer 40,000: Space Marine",PC,2011,Shooter,0.09,0.09,0,0.03,0.2,THQ,7.3,,M,
7536,The Bible Game,PS2,2005,Misc,0.1,0.08,0,0.03,0.2,Crave Entertainment,3.5,,E,
7546,Tekken 3D: Prime Edition,3DS,2012,Fighting,0.06,0.08,0.05,0.01,0.2,Nintendo,6.5,,T,
7549,MLB 10: The Show,PSP,2010,Sports,0.19,0,0,0.02,0.2,Sony Computer Entertainment,7,,E,
7557,Dragon Ball: Revenge of King Piccolo,Wii,2009,Action,0.13,0.03,0.03,0.02,0.2,Namco Bandai Games,6.1,8,E10,E10
7558,Spectrobes: Origins,Wii,2009,Role-Playing,0.16,0.02,0,0.02,0.2,Disney Interactive Studios,7.4,,E10,
7559,Earth Defense Force: Insect Armageddon,PS3,2011,Shooter,0.06,0.04,0.08,0.02,0.2,D3Publisher,6.6,,T,
7561,Marvel: Ultimate Alliance 2,DS,2009,Role-Playing,0.16,0.03,0,0.02,0.2,Activision,5.6,,T,
7563,Assassin's Creed Syndicate,PC,2015,Action,0.1,0.08,0,0.02,0.2,Ubisoft,8.6,,M,
7572,Clive Barker's Jericho,PS3,2007,Shooter,0.17,0.01,0,0.02,0.2,Codemasters,5.8,,M,
7573,Harvest Moon: More Friends of Mineral Town,GBA,2003,Simulation,0.14,0.05,0,0,0.2,Ubisoft,8,,E,
7574,Captain America: Super Soldier,PS3,2011,Action,0.1,0.07,0,0.03,0.2,Sega,5,,T,
7576,The Fairly Odd Parents: Shadow Showdown,GC,2004,Platform,0.16,0.04,0,0.01,0.2,THQ,5,,E,
7581,NBA 2K2,XB,2002,Sports,0.15,0.04,0,0.01,0.2,Sega,8.8,,E,
7582,X2: Wolverine's Revenge,GBA,2003,Platform,0.14,0.05,0,0,0.2,Activision,5.5,,T,
7584,Cars,XB,2006,Racing,0.15,0.04,0,0.01,0.2,THQ,4.5,,E,
7587,Spy Hunter,GC,2002,Racing,0.16,0.04,0,0.01,0.2,Midway Games,7.9,,T,
7588,Warriors Orochi,PSP,2008,Action,0.02,0,0.18,0,0.2,Tecmo Koei,6.4,,T,
7591,Ogre Battle Saga Episode Five: The March of the Black Queen,PS,1996,Role-Playing,0.06,0.04,0.09,0.01,0.2,ArtDink,7.6,,E,
7592,Ridge Racer 6,X360,2005,Racing,0.1,0.02,0.07,0.01,0.2,Namco Bandai Games,7.9,,E,
7598,Body and Brain Connection,X360,2010,Misc,0.1,0.08,0,0.02,0.2,Namco Bandai Games,6,,E,
7601,Afro Samurai,PS3,2009,Action,0.12,0.05,0,0.03,0.2,Atari,6.4,,M,
7604,Ty the Tasmanian Tiger 2: Bush Rescue,GC,2004,Platform,0.15,0.04,0,0.01,0.2,Electronic Arts,6.9,,E,
7607,No More Heroes: Heroes' Paradise,PS3,2010,Action,0.1,0.04,0.04,0.02,0.2,Konami Digital Entertainment,7.4,,M,
7615,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",XB,2005,Action,0.15,0.04,0,0.01,0.2,Disney Interactive Studios,6.8,,E,
7616,Tigger's Honey Hunt,N64,2000,Platform,0.16,0.04,0,0,0.2,Ubisoft,7.3,,E,
7618,Roadsters 99,N64,1999,Racing,0.06,0.13,0,0.01,0.2,Titus,6.4,,E,
7622,South Park Rally,N64,2000,Racing,0.16,0.04,0,0,0.2,Acclaim Entertainment,3.9,,M,
7624,San Francisco Rush 2049,N64,2000,Racing,0.16,0.04,0,0,0.2,Midway Games,8.1,,E,
7626,Snowboard Kids,N64,1996,Sports,0.16,0.04,0,0,0.2,Atlus,8,,E,
7627,NBA 07,PSP,2006,Sports,0.18,0,0,0.02,0.2,Sony Computer Entertainment,6.9,,E,
7631,Code of Princess,3DS,2012,Action,0.16,0,0.03,0.01,0.2,Agatsuma Entertainment,7.2,,T,
7632,Tomb Raider: Underworld,DS,2008,Action,0.16,0.03,0,0.02,0.2,Eidos Interactive,6.3,,T,
7633,The Con,PSP,2005,Fighting,0.18,0,0,0.02,0.2,Sony Computer Entertainment,6.8,,T,
7642,UFC Personal Trainer: The Ultimate Fitness System,PS3,2011,Sports,0.08,0.09,0,0.04,0.2,THQ,4.5,,E,
7644,The BIGS 2,PS2,2009,Sports,0.1,0.08,0,0.03,0.2,Take-Two Interactive,6.3,,E10,
7645,Mat Hoffman's Pro BMX 2,XB,2002,Sports,0.15,0.04,0,0.01,0.2,Activision,8.1,,T,
7648,From Russia With Love,XB,2005,Action,0.15,0.04,0,0.01,0.2,Electronic Arts,7.3,,T,
7656,Grandia II,DC,2000,Role-Playing,0,0,0.2,0,0.2,Ubisoft,7.4,,T,
7659,UFC Personal Trainer: The Ultimate Fitness System,Wii,2011,Sports,0.12,0.06,0,0.02,0.2,THQ,4.5,,E,
7662,NFL Street 2,GC,2004,Sports,0.15,0.04,0,0.01,0.2,Electronic Arts,8.2,,E,
7667,Ridge Racer,PSV,2011,Racing,0.04,0.08,0.05,0.03,0.2,Namco Bandai Games,8.8,,E,
7669,Gladius,PS2,2003,Strategy,0.1,0.08,0,0.03,0.2,Activision,8.3,,T,
7671,Dave Mirra Freestyle BMX 2,XB,2001,Sports,0.15,0.04,0,0.01,0.2,Acclaim Entertainment,8,,T,
7672,Spore Hero Arena,DS,2009,Simulation,0.18,0,0,0.01,0.2,Electronic Arts,4.9,,E,
7676,Record of Agarest War,X360,2008,Role-Playing,0.18,0,0.01,0.01,0.2,Compile Heart,7,,T,
7677,Baja: Edge of Control,X360,2008,Racing,0.12,0.06,0,0.02,0.2,THQ,5,,E,
7678,Sid Meier's Pirates!,PSP,2007,Strategy,0.16,0.01,0,0.02,0.2,Take-Two Interactive,6.5,,E10,
7680,Taiko Drum Master,PS2,2004,Misc,0.1,0.08,0,0.03,0.2,Namco Bandai Games,8.1,,E,
7682,Harry Potter and the Goblet of Fire,PSP,2005,Action,0.17,0.01,0,0.02,0.2,Electronic Arts,6,,E10,
7683,Bust-A-Move 2 Arcade Edition,PS,1995,Puzzle,0.11,0.07,0,0.01,0.2,Acclaim Entertainment,6.9,,E,
7685,Tom Clancy's Splinter Cell: Essentials,PSP,2006,Shooter,0.17,0.01,0,0.02,0.2,Ubisoft,5.6,,M,
7687,Armored Core 4,PS3,2006,Simulation,0.09,0,0.09,0.01,0.2,505 Games,6.5,,T,
7688,Sleeping Dogs,XOne,2014,Action,0.1,0.09,0,0.02,0.2,Square Enix,7.9,,M,
7692,Resident Evil: Revelations,WiiU,2013,Action,0.07,0.08,0.03,0.01,0.2,Capcom,7,,M,
7694,Looney Tunes: Space Race,PS2,2002,Racing,0.1,0.08,0,0.03,0.2,Infogrames,7.8,,E,
7695,Puzzle Challenge: Crosswords and More!,PSP,2006,Puzzle,0.18,0,0,0.01,0.2,Crave Entertainment,6.4,,E,
7697,Backyard Hockey,GBA,2003,Sports,0.14,0.05,0,0,0.2,Atari,6,,E,
7700,Shiren the Wanderer,Wii,2008,Role-Playing,0.08,0,0.11,0.01,0.2,Sega,7.4,,T,
7703,Tiger Woods PGA Tour 06,PSP,2005,Sports,0.18,0,0,0.01,0.2,Electronic Arts,6.9,,E,
7704,Conan,X360,2007,Action,0.16,0.02,0,0.02,0.2,THQ,7.1,,M,
7705,Ratatouille,GBA,2007,Action,0.14,0.05,0,0,0.2,THQ,5.2,,E,
7707,Warriors Orochi,X360,2007,Action,0.17,0.01,0,0.02,0.2,Tecmo Koei,6.4,,T,
7708,MC Groovz Dance Craze,GC,2004,Misc,0.15,0.04,0,0.01,0.2,Mad Catz,2.5,,E,
7712,101-in-1 Explosive Megamix,DS,2008,Puzzle,0.05,0.13,0,0.02,0.2,Nordcurrent,2.5,,E,
7713,X-Men Origins: Wolverine,DS,2009,Action,0.15,0.03,0,0.02,0.2,Activision,5.4,,T,
7892,Shaun White Skateboarding,PS3,2010,Sports,0.11,0.05,0,0.03,0.19,Ubisoft,6.1,,T,
7716,Baldur's Gate: Dark Alliance,XB,2002,Role-Playing,0.15,0.04,0,0.01,0.2,Virgin Interactive,7.7,,T,
7717,Family Guy,PSP,2006,Action,0.18,0,0,0.02,0.2,Take-Two Interactive,5.5,,M,
7718,Prince of Persia: Warrior Within,GC,2004,Action,0.15,0.04,0,0.01,0.2,Ubisoft,8.2,,M,
7722,Test Drive Unlimited 2,PC,N/A,Racing,0.05,0.11,0,0.03,0.2,Atari,6.7,,T,
7732,NHL FaceOff 2001,PS2,2001,Sports,0.1,0.07,0,0.02,0.2,Sony Computer Entertainment,4.6,,E,
7733,Mana Khemia 2: Fall of Alchemy,PS2,2008,Role-Playing,0.07,0.05,0.05,0.02,0.2,Gust,8.2,,T,
7736,Nostalgia,DS,2008,Role-Playing,0.16,0,0.02,0.01,0.19,Tecmo Koei,7.2,,E10,
7738,Iron Chef America: Supreme Cuisine,DS,2008,Simulation,0.18,0,0,0.01,0.19,Destineer,2,,E10,
7741,Big Mutha Truckers,XB,2002,Racing,0.15,0.04,0,0.01,0.19,Empire Interactive,5,,E10,
7743,The Hobbit,GBA,2003,Platform,0.14,0.05,0,0,0.19,Vivendi Games,5,,E,
7750,Conflict: Denied Ops,X360,2008,Shooter,0.08,0.09,0,0.02,0.19,Eidos Interactive,5.2,,M,
7751,Saw II: Flesh & Blood,PS3,2010,Action,0.1,0.07,0,0.03,0.19,Konami Digital Entertainment,4.2,,M,
7752,Ice Age: Dawn of the Dinosaurs,PS3,2009,Action,0.13,0.04,0,0.02,0.19,Activision,5,,E,
7753,Sniper Elite,PS2,2005,Shooter,0.1,0.07,0,0.02,0.19,Ubisoft,7.4,,M,
7754,Arc Rise Fantasia,Wii,2009,Role-Playing,0.13,0,0.06,0.01,0.19,Marvelous Interactive,6.3,,T,
7757,Dynasty Warriors: Gundam 2,X360,2008,Action,0.07,0.03,0.08,0.01,0.19,Namco Bandai Games,4.9,,T,
7760,Breath of Fire II,GBA,2001,Role-Playing,0.14,0.05,0,0,0.19,Ubisoft,8.3,,E,
7763,Aliens vs Predator,PC,2010,Shooter,0,0.17,0,0.02,0.19,Sega,6,,M,
7764,Ice Age 2: The Meltdown,GC,2006,Platform,0.15,0.04,0,0.01,0.19,Vivendi Games,5,,E,
7766,Enchanted Arms,X360,2006,Role-Playing,0.16,0.02,0,0.02,0.19,Ubisoft,5.9,,T,
7767,Dinotopia: The Timestone Pirates,GBA,2002,Action,0.14,0.05,0,0,0.19,TDK Core,6.1,,E,
7772,Pac-Man & Galaga Dimensions,3DS,2011,Misc,0.1,0.04,0.04,0.01,0.19,Namco Bandai Games,5.7,,E10,
7774,Manhunt,XB,2004,Action,0.14,0.04,0,0.01,0.19,Take-Two Interactive,7.7,,M,
7776,Air Conflicts: Secret Wars,PS3,2011,Simulation,0.1,0.06,0,0.03,0.19,bitComposer Games,6,,T,
7780,Disgaea DS,DS,2008,Role-Playing,0.11,0.02,0.05,0.01,0.19,Square Enix,8,,T,
7781,Peter Jackson's King Kong: The Official Game of the Movie,PSP,2005,Action,0.16,0.01,0,0.02,0.19,Ubisoft,6,,T,
7782,Space Invaders Extreme 2,DS,2009,Shooter,0.17,0.01,0,0.01,0.19,Square Enix,8.1,,E,
7783,X-Men Origins: Wolverine,PSP,2009,Action,0.13,0.03,0,0.03,0.19,Activision,5.4,,T,
7787,Risen,X360,2009,Role-Playing,0.07,0.11,0,0.01,0.19,Deep Silver,5.9,,M,
7791,Breath of Fire: Dragon Quarter,PS2,2002,Role-Playing,0.09,0.07,0,0.02,0.19,Capcom,7.6,,T,
7793,Dante's Inferno,PSP,2010,Action,0.12,0.03,0.01,0.03,0.19,Electronic Arts,4.5,8.3,M,M
7797,Re-Volt,PS,1998,Racing,0.11,0.07,0,0.01,0.19,Acclaim Entertainment,7.7,,E,
7800,Supreme Commander 2,PC,2010,Strategy,0,0.15,0,0.04,0.19,Square Enix,7.5,,E10,
7801,DanceMasters,X360,2010,Misc,0.15,0.02,0.02,0.01,0.19,Konami Digital Entertainment,6.2,,E10,
7802,50 Cent: Blood on the Sand,PS3,2009,Shooter,0.1,0.06,0.01,0.03,0.19,THQ,7.2,,M,
7803,Disney's Magical Mirror Starring Mickey Mouse,GC,2002,Adventure,0.15,0.04,0,0.01,0.19,Nintendo,4,,E,
7804,Need for Speed: The Run,3DS,2011,Action,0.09,0.09,0,0.02,0.19,Electronic Arts,5.5,,T,
7806,Conflict: Denied Ops,PS3,2008,Shooter,0.05,0.1,0,0.03,0.19,Eidos Interactive,5.2,,M,
7809,Might & Magic: Clash of Heroes,DS,2009,Role-Playing,0.16,0.02,0,0.01,0.19,Ubisoft,8.4,8,E10,E10
7815,Chaotic: Shadow Warriors,Wii,2009,Action,0.18,0,0,0.01,0.19,Activision,6.2,,E10,
7816,Majin and the Forsaken Kingdom,X360,2010,Adventure,0.14,0.03,0,0.01,0.19,Namco Bandai Games,7,,T,
7819,Spider-Man: Shattered Dimensions,DS,2010,Action,0.17,0.01,0,0.01,0.19,Activision,7.5,,T,
7821,Plants vs. Zombies,PS3,2011,Strategy,0.18,0,0,0.01,0.19,PopCap Games,8.1,,E10,
7824,Dave Mirra Freestyle BMX 2,GBA,2001,Sports,0.14,0.05,0,0,0.19,Acclaim Entertainment,8,,T,
7828,Tom Clancy's Splinter Cell: Blacklist,PC,2013,Action,0.04,0.13,0,0.03,0.19,Ubisoft,8.3,,M,
7829,Allied General,PS,1996,Strategy,0.11,0.07,0,0.01,0.19,SSI,6.3,,E,
7833,IL-2 Sturmovik: Birds of Prey,PSP,2009,Simulation,0.08,0.07,0,0.04,0.19,505 Games,5,,E10,
7835,Armored Core: For Answer,PS3,2008,Simulation,0.06,0.02,0.1,0.01,0.19,Ubisoft,6.1,,T,
7841,SNK Arcade Classics Vol. 1,PS2,2008,Misc,0.09,0.07,0,0.02,0.19,Ignition Entertainment,6.7,,T,
7845,Death Jr.,PSP,2005,Platform,0.17,0,0,0.01,0.19,Konami Digital Entertainment,5.9,,T,
7848,The Polar Express,GBA,2004,Adventure,0.14,0.05,0,0,0.19,THQ,3.3,,E,
7849,2002 FIFA World Cup,XB,2002,Sports,0.14,0.04,0,0.01,0.19,Electronic Arts,6.8,,E,
7851,SpongeBob SquigglePants 3D,3DS,2011,Misc,0.13,0.05,0,0.02,0.19,THQ,6.1,,E,
7853,Need for Speed: Shift 2 Unleashed,PC,2011,Racing,0.05,0.11,0,0.03,0.19,Electronic Arts,8.4,,E10,
7855,Frogger's Adventures 2: The Lost Wand,GBA,2002,Adventure,0.14,0.05,0,0,0.19,Konami Digital Entertainment,8,,E,
7861,Hexen,N64,1996,Shooter,0.15,0.04,0,0,0.19,GT Interactive,4.4,,M,
7862,Mace: The Dark Age,N64,1997,Fighting,0.15,0.04,0,0,0.19,GT Interactive,7.1,,M,
7863,AeroFighters Assault,N64,1997,Action,0.15,0.04,0,0,0.19,Video System,5.4,,E,
7866,Quake,N64,1998,Shooter,0.15,0.04,0,0,0.19,GT Interactive,9.4,,M,
7868,Disney Magic World 2,3DS,2015,Action,0,0,0.19,0,0.19,Nintendo,7.5,,E,
7873,Teenage Mutant Ninja Turtles 2: Battle Nexus,GC,2004,Action,0.15,0.04,0,0.01,0.19,Konami Digital Entertainment,5,,T,
7877,SSX Tricky,GBA,2002,Sports,0.14,0.05,0,0,0.19,Electronic Arts,8.4,,E,
7880,Shadows of the Damned,X360,2011,Action,0.1,0.06,0.01,0.02,0.19,Electronic Arts,7.6,,M,
7881,NBA 2K11,PC,2010,Action,0.18,0,0,0.01,0.19,Take-Two Interactive,8.8,,E,
7885,ESPN International Track & Field,PS2,2000,Sports,0.09,0.07,0,0.02,0.19,Konami Digital Entertainment,6.9,,E,
7886,Lunar Legend,GBA,2002,Role-Playing,0.14,0.05,0,0,0.19,Media Rings,7.7,,E,
7891,Brunswick Pro Bowling,PS3,2010,Sports,0.1,0.06,0,0.03,0.19,505 Games,6.5,,E,
7893,Hulk,GC,2003,Action,0.15,0.04,0,0.01,0.19,Universal Interactive,7.3,,T,
7896,Shaun White Skateboarding,Wii,2010,Sports,0.14,0.03,0,0.01,0.19,Ubisoft,6.1,,T,
7899,Phantasy Star Universe,PS2,2006,Role-Playing,0,0,0.19,0,0.19,Sega,6.4,,T,
7905,The Legend of Spyro: A New Beginning,GC,2006,Platform,0.15,0.04,0,0.01,0.19,Vivendi Games,6.3,,E10,
7914,Harry Potter and the Prisoner of Azkaban,XB,2004,Action,0.14,0.04,0,0.01,0.19,Electronic Arts,7,,E,
7918,Dynasty Warriors Gundam,X360,2007,Action,0.15,0.01,0.02,0.01,0.19,Namco Bandai Games,6,,T,
7920,Monsters vs. Aliens,PS2,2009,Action,0.11,0,0,0.08,0.19,Activision,6.5,,E10,
7923,Arcania: Gothic 4,PC,2010,Role-Playing,0.09,0.08,0,0.02,0.19,JoWood Productions,5.8,8,T,T
7924,Mushroom Men: The Spore Wars,Wii,2008,Action,0.17,0.01,0,0.01,0.19,SouthPeak Games,7.3,,E10,
7928,SoulCalibur Legends,Wii,2007,Action,0.16,0.01,0,0.01,0.19,Namco Bandai Games,4.8,,T,
7932,F1 2011,PC,2011,Racing,0,0.15,0,0.04,0.19,Codemasters,5.5,,E,
7936,The Munchables,Wii,2009,Action,0.17,0,0,0.01,0.19,Namco Bandai Games,8,,E,
