metascore,name,console,userscore,date
78,KING'S QUEST CHAPTER 5: THE GOOD KNIGHT,PS4,5.1,25-Oct-16
78,COOL BOARDERS 2001,PS2,7,21-May-01
78,THE ADVENTURES OF COOKIE & CREAM,PS2,7.3,30-Apr-01
78,STAR TREK STARFLEET COMMAND: ORION PIRATES,PC,7.6,1-Jul-01
78,NCAA COLLEGE FOOTBALL 2K2,DC,8.2,29-Aug-01
78,POKEMON STADIUM 2,N64,8.4,28-Mar-01
78,NBA LIVE 2001,PC,7.2,7-Feb-01
78,RED FACTION,PC,8.1,17-Sep-01
78,DRAGON WARRIOR VII,PS,8.4,31-Oct-01
78,NHL HITZ 20-02,PS2,7.6,24-Sep-01
78,KONAMI KRAZY RACERS,GBA,tbd,10-Jun-01
78,SUMMONER,PC,7.6,21-Mar-01
78,LUIGI'S MANSION,GC,8.5,17-Nov-01
78,HATSUNE MIKU: PROJECT DIVA X,PS4,7.3,30-Aug-16
78,GRAND KINGDOM,PS4,7.6,21-Jun-16
78,WUPPO,PC,8.4,29-Sep-16
78,DUNGEON OF THE ENDLESS,XONE,5.7,16-Mar-16
78,THE WALKING DEAD: THE TELLTALE SERIES - A NEW FRONTIER EPISODE 1: TIES THAT BIND PART ONE,XONE,6.2,20-Dec-16
78,"THAT DRAGON, CANCER",PC,6.1,12-Jan-16
78,HEAVY RAIN & BEYOND: TWO SOULS COLLECTION,PS4,8.2,4-Mar-16
78,RIGS: MECHANIZED COMBAT LEAGUE,PS4,7.6,13-Oct-16
78,WORMS W.M.D,PS4,7.1,23-Aug-16
78,AMNESIA COLLECTION,PS4,7.3,22-Nov-16
78,THE BANNER SAGA 2,PS4,7.5,5-Jul-16
78,MELTY BLOOD: ACTRESS AGAIN CURRENT CODE,PC,7.8,19-Apr-16
78,OFFWORLD TRADING COMPANY,PC,7.3,28-Apr-16
78,THIS WAR OF MINE: THE LITTLE ONES,PS4,7.5,29-Jan-16
78,OXENFREE,XONE,7.3,15-Jan-16
78,HUE,XONE,7.2,30-Aug-16
78,TOKI TORI 2 +,PS4,5.6,23-Feb-16
79,FORZA MOTORSPORT 5,XONE,6,22-Nov-13
79,DISHONORED: THE KNIFE OF DUNWALL,X360,7.6,16-Apr-13
79,EURO TRUCK SIMULATOR 2,PC,8.7,16-Jan-13
79,MONSTER HUNTER 3 ULTIMATE,3DS,8,19-Mar-13
79,SKYLANDERS SWAP FORCE,PS4,5.2,15-Nov-13
79,PAYDAY 2,PC,3.6,13-Aug-13
79,SANG-FROID: TALES OF WEREWOLVES,PC,7.7,5-Apr-13
79,EDGE,WIIU,7.5,21-Nov-13
79,CASTLESTORM,X360,6.8,29-May-13
79,MEMORIA,PC,8.1,29-Aug-13
79,BATTLEFIELD 4,X360,5.7,29-Oct-13
79,GEARS OF WAR: JUDGMENT,X360,5.6,19-Mar-13
79,DON'T STARVE,PC,8.3,23-Apr-13
79,TRACKMANIA 2 VALLEY,PC,7.7,4-Jul-13
79,STATE OF DECAY,PC,6.9,5-Nov-13
78,THE WALKING DEAD: SEASON TWO EPISODE 1 - ALL THAT REMAINS,PC,8.5,17-Dec-13
78,MURAMASA REBIRTH,VITA,8.4,25-Jun-13
78,DEADCORE,PC,6.8,13-Aug-13
78,TELEGLITCH: DIE MORE EDITION,PC,7,24-Jul-13
78,TALES OF XILLIA,PS3,8.6,6-Aug-13
78,MARIO AND DONKEY KONG: MINIS ON THE MOVE,3DS,7.5,9-May-13
78,STEALTH INC: A CLONE IN THE DARK,VITA,8,23-Jul-13
78,FINAL FANTASY XIV ONLINE: A REALM REBORN,PS3,5.7,27-Aug-13
78,DEAD SPACE 3,PC,6.1,5-Feb-13
78,THE WONDERFUL 101,WIIU,8.6,15-Sep-13
78,KILLZONE: MERCENARY,VITA,8.9,10-Sep-13
78,BALDUR'S GATE II: ENHANCED EDITION,PC,7.3,15-Nov-13
78,CHARLIE MURDER,X360,6.7,14-Aug-13
78,RUNE FACTORY 4,3DS,8.1,1-Oct-13
78,THOMAS WAS ALONE,VITA,6.7,23-Apr-13
78,GRID 2,X360,5.7,28-May-13
78,SAMURAI GUNN,PC,7.5,10-Dec-13
78,THE WALKING DEAD: 400 DAYS,PC,7.6,3-Jul-13
78,DEAD RISING 3,XONE,6.9,22-Nov-13
78,IBB & OBB,PS3,7.9,6-Aug-13
78,PRO EVOLUTION SOCCER 2014,PS3,4,24-Sep-13
78,BATTLEFIELD 3: END GAME,PC,7.3,26-Mar-13
77,KOKUGA,3DS,7.5,27-Jun-13
77,KINGDOM HEARTS HD 1.5 REMIX,PS3,8.7,10-Sep-13
77,SANCTUM 2,X360,4.9,15-May-13
77,EXPEDITIONS: CONQUISTADOR,PC,8.1,30-May-13
77,RUSH,WIIU,7.5,12-Dec-13
77,CRYSIS 3,PS3,6.4,19-Feb-13
77,ELEMENT4L,PC,7.7,24-May-13
77,DUNGEONS & DRAGONS: CHRONICLES OF MYSTARA,X360,5.8,19-Jun-13
77,SUPER LITTLE ACORNS 3D TURBO,3DS,7,18-Apr-13
77,ELDRITCH,PC,6.8,21-Oct-13
77,ACE COMBAT ASSAULT HORIZON: ENHANCED EDITION,PC,5.9,24-Jan-13
77,RESIDENT EVIL: REVELATIONS,PC,7.1,20-May-13
77,ANGRY VIDEO GAME NERD ADVENTURES,PC,7.6,20-Sep-13
77,SOUL SACRIFICE,VITA,8.2,30-Apr-13
77,NCAA FOOTBALL 14,X360,5.9,9-Jul-13
77,CRUSADER KINGS II: SONS OF ABRAHAM,PC,7.6,18-Nov-13
77,DRAGON'S DOGMA: DARK ARISEN,X360,8,23-Apr-13
77,F1 2013,PS3,6.4,8-Oct-13
77,COGNITION: AN ERICA REED THRILLER EPISODE 3 - THE ORACLE,PC,7.5,30-Jun-13
77,RISK OF RAIN,PC,8.2,8-Nov-13
77,PEGGLE 2,XONE,7.2,9-Dec-13
77,ATTACK OF THE FRIDAY MONSTERS! A TOKYO TALE,3DS,7.6,18-Jul-13
77,NEW SUPER LUIGI U,WIIU,7.9,20-Jun-13
76,KNYTT UNDERGROUND,WIIU,7.6,19-Dec-13
76,STEAMWORLD DIG,PC,7.3,5-Dec-13
76,THE BRIDGE,X360,7.4,13-Nov-13
76,TOKI TORI 2,WIIU,7.4,4-Apr-13
76,SAINTS ROW IV,PS3,6.3,20-Aug-13
76,TOTAL WAR: ROME II,PC,4.2,2-Sep-13
76,SOULCALIBUR II HD ONLINE,X360,7.7,20-Nov-13
80,THE SLY COLLECTION,VITA,7.8,27-May-14
80,DANGANRONPA: TRIGGER HAPPY HAVOC,VITA,8.2,11-Feb-14
80,TALES FROM THE BORDERLANDS: EPISODE 1 - ZER0 SUM,PS4,7.9,25-Nov-14
80,ICEWIND DALE: ENHANCED EDITION,PC,7.2,30-Oct-14
80,FAR CRY 4,PC,6.8,17-Nov-14
80,SUPER TIME FORCE ULTRA,PC,6.5,25-Aug-14
80,STAR WARS PINBALL: HEROES WITHIN,PS4,5.2,29-Apr-14
80,LUFTRAUSERS,PC,6.8,18-Mar-14
80,THE WALKING DEAD: SEASON TWO EPISODE 2 - A HOUSE DIVIDED,X360,8.3,5-Mar-14
80,KIRBY: TRIPLE DELUXE,3DS,8.7,2-May-14
80,AGE OF WONDERS III,PC,8,31-Mar-14
80,INFAMOUS: SECOND SON,PS4,8,21-Mar-14
80,FOOTBALL MANAGER 2015,PC,6.1,7-Nov-14
80,BIOSHOCK INFINITE: BURIAL AT SEA - EPISODE TWO,PC,8.5,25-Mar-14
80,ARCHEAGE,PC,3.7,16-Sep-14
80,PUSHMO WORLD,WIIU,8,19-Jun-14
79,GEOMETRY WARS 3: DIMENSIONS,PC,6.2,25-Nov-14
79,LITTLEBIGPLANET 3,PS4,7.2,18-Nov-14
79,PROFESSOR LAYTON VS PHOENIX WRIGHT ACE ATTORNEY,3DS,8.2,29-Aug-14
79,RESIDENT EVIL 4: ULTIMATE HD EDITION,PC,8.1,27-Feb-14
79,THE LAST DOOR,PC,7.6,20-May-14
79,WOLFENSTEIN: THE NEW ORDER,XONE,7.8,20-May-14
79,ATELIER ESCHA & LOGY: ALCHEMISTS OF THE DUSK SKY,PS3,7.5,11-Mar-14
79,SCRAM KITTY AND HIS BUDDY ON RAILS,WIIU,7.7,15-May-14
79,ATELIER RORONA PLUS: THE ALCHEMIST OF ARLAND,VITA,7.9,22-Jul-14
79,DARK SOULS II: CROWN OF THE OLD IRON KING,PC,7.6,26-Aug-14
78,THE JOURNEY DOWN: CHAPTER TWO,PC,7.1,25-Aug-14
78,ALIEN: ISOLATION,XONE,7.9,7-Oct-14
78,CALL OF DUTY: ADVANCED WARFARE,PC,4.6,3-Nov-14
78,1001 SPIKES,PS4,6.6,3-Jun-14
78,SWORDS & SOLDIERS HD,WIIU,6.4,22-May-14
78,LISA,PC,8.7,15-Dec-14
78,OLLIOLLI,PC,6.7,22-Jul-14
78,MARIO GOLF: WORLD TOUR,3DS,8.1,2-May-14
78,DON'T STARVE: CONSOLE EDITION,PS4,7.1,7-Jan-14
78,SO MANY ME,PC,7.1,17-Jul-14
78,HEARTHSTONE: CURSE OF NAXXRAMAS,PC,6.5,22-Jul-14
78,SKYLANDERS TRAP TEAM,PS4,5.5,5-Oct-14
78,WARGAME: RED DRAGON,PC,7.9,17-Apr-14
78,INAZUMA ELEVEN,3DS,7.7,13-Feb-14
78,JOE DEVER'S LONE WOLF HD REMASTERED,PC,6.9,27-Nov-14
78,FIVE NIGHTS AT FREDDY'S,PC,7.1,8-Aug-14
78,OUTLAST,PS4,7.8,4-Feb-14
77,GAME OF THRONES: EPISODE ONE - IRON FROM ICE,PS4,7.3,2-Dec-14
77,TALES OF SYMPHONIA CHRONICLES,PS3,8.4,25-Feb-14
77,MINI METRO,PC,7.7,11-Aug-14
77,AZURE STRIKER GUNVOLT,3DS,8.1,29-Aug-14
77,WORLD OF TANKS: XBOX 360 EDITION,X360,6.7,12-Feb-14
77,SURGE DELUXE,VITA,7,4-Feb-14
77,NEO SCAVENGER,PC,7.7,15-Dec-14
77,WATCH DOGS,PC,4.8,26-May-14
77,TAPPINGO 2,3DS,7.4,4-Sep-14
77,FANTASIA: MUSIC EVOLVED,XONE,7.5,21-Oct-14
77,THE WOLF AMONG US: EPISODE 3 - A CROOKED MILE,X360,8.2,9-Apr-14
77,BORDERLANDS: THE PRE-SEQUEL,PS3,6.3,14-Oct-14
77,SLEEPING DOGS: DEFINITIVE EDITION,PS4,7.3,14-Oct-14
77,THE KEEP,3DS,7.9,11-Sep-14
77,WARRIORS OROCHI 3 ULTIMATE,PS4,6.6,2-Sep-14
76,WAR THUNDER,PS4,6,3-Jun-14
76,CHARIOT,PS4,7.2,30-Sep-14
76,GOD FACTORY: WINGMEN,PC,6.6,29-Aug-14
76,ESCAPE GOAT 2,PC,7.5,24-Mar-14
76,POKEMON ART ACADEMY,3DS,7.3,24-Oct-14
76,STRIDER,XONE,7,19-Feb-14
76,RACE THE SUN,PS4,6.1,21-Oct-14
76,THE FALL,PC,7.2,30-May-14
76,PLANTS VS ZOMBIES: GARDEN WARFARE,XONE,7.5,25-Feb-14
80,A BOY AND HIS BLOB,WII,8.6,13-Oct-09
80,ZERO D BEAT DROP,X360,tbd,11-Nov-09
80,ZEN PINBALL,PS3,8.3,14-May-09
80,BIT.TRIP BEAT,WII,8.4,16-Mar-09
80,MEN OF WAR,PC,8,16-Mar-09
80,TALES OF MONKEY ISLAND CHAPTER 4: THE TRIAL AND EXECUTION OF GUYBRUSH THREEPWOOD,PC,8.1,30-Oct-09
80,SOULCALIBUR: BROKEN DESTINY,PSP,6.3,1-Sep-09
80,SINS OF A SOLAR EMPIRE: ENTRENCHMENT,PC,7.5,25-Feb-09
80,BEATERATOR,PSP,7.8,29-Sep-09
80,BIT.TRIP CORE,WII,8.1,6-Jul-09
79,FALLOUT 3: POINT LOOKOUT,PC,7.7,23-Jun-09
79,ROCK BAND UNPLUGGED,PSP,8.6,9-Jun-09
79,THE PATH,PC,7,18-Mar-09
79,BOOKWORM ADVENTURES: VOLUME 2,PC,7.6,30-Jul-09
79,GEARS OF WAR 2: ALL FRONTS COLLECTION,X360,7.8,28-Jul-09
79,SCRIBBLENAUTS,DS,7.6,15-Sep-09
83,DEAD OR ALIVE ULTIMATE,XBOX,8.7,26-Oct-04
83,PRINCE OF PERSIA: WARRIOR WITHIN,XBOX,7.5,30-Nov-04
83,EVERQUEST II,PC,7.4,8-Nov-04
83,DARK AGE OF CAMELOT: CATACOMBS,PC,7.3,7-Dec-04
83,COLIN MCRAE RALLY 2005,PC,7.4,28-Oct-04
80,PANZER CORPS,PC,7.5,11-Jul-11
80,TIGER WOODS PGA TOUR 12: THE MASTERS,X360,6,29-Mar-11
80,SONIC CD,PS3,8.4,20-Dec-11
79,THE KING OF FIGHTERS XIII,X360,8.2,22-Nov-11
79,SESAME STREET: ONCE UPON A MONSTER,X360,6.9,11-Oct-11
79,DEAD OR ALIVE: DIMENSIONS,3DS,8.1,24-May-11
79,RUNAWAY: A TWIST OF FATE,PC,8.2,21-Apr-11
79,RUBIK'S PUZZLE GALAXY: RUSH,WII,tbd,14-Dec-09
79,SONIC'S ULTIMATE GENESIS COLLECTION,X360,8.6,10-Feb-09
79,NHL 2K10,WII,6.8,15-Sep-09
79,TALES OF MONKEY ISLAND CHAPTER 1: LAUNCH OF THE SCREAMING NARWHAL,PC,8,7-Jul-09
79,CUBOID,PS3,7.6,8-Jan-09
79,"YOU, ME, AND THE CUBES",WII,6.7,21-Sep-09
79,DISSIDIA: FINAL FANTASY,PSP,8.7,25-Aug-09
83,JAMES BOND 007: EVERYTHING OR NOTHING,XBOX,7.4,17-Feb-04
83,TRIBES: VENGEANCE,PC,7.6,12-Oct-04
83,MAXIMO VS ARMY OF ZIN,PS2,8,20-Jan-04
82,NBA BALLERS,XBOX,8.1,5-Apr-04
82,KARAOKE REVOLUTION VOLUME 3,PS2,7.8,9-Nov-04
82,GRADIUS V,PS2,8.6,14-Sep-04
79,BLOODLINE CHAMPIONS,PC,7.7,13-Jan-11
79,THE LEGEND OF HEROES: TRAILS IN THE SKY,PSP,8.5,28-Mar-11
79,LEGENDS OF WAR: PATTON'S CAMPAIGN,PSP,8.1,3-Jan-11
79,DUNGEONS OF DREDMOR,PC,7.7,13-Jul-11
79,ROCHARD,PS3,7.2,27-Sep-11
79,ULTIMATE MARVEL VS. CAPCOM 3,X360,6.4,15-Nov-11
79,PROTOTYPE,PS3,7.7,9-Jun-09
79,SHIN MEGAMI TENSEI: DEVIL SUMMONER 2: RAIDOU KUZUNOHA VS. KING ABADDON,PS2,3.2,12-May-09
79,BIT.TRIP VOID,WII,7.9,23-Nov-09
79,KING ARTHUR: THE ROLE-PLAYING WARGAME,PC,7.7,24-Nov-09
79,HASBRO FAMILY GAME NIGHT: SCRABBLE,X360,8,18-Mar-09
82,X-MEN LEGENDS,XBOX,8,21-Sep-04
82,NEED FOR SPEED: UNDERGROUND 2,PC,8.6,9-Nov-04
82,THIEF: DEADLY SHADOWS,XBOX,7,25-May-04
82,MVP BASEBALL 2004,PC,7.4,9-Mar-04
82,SHIN MEGAMI TENSEI: NOCTURNE,PS2,5.4,12-Oct-04
82,JOINT OPERATIONS: TYPHOON RISING,PC,8.7,15-Jun-04
82,THE LORD OF THE RINGS: THE BATTLE FOR MIDDLE-EARTH,PC,8.6,6-Dec-04
79,MONSTER TALE,DS,7.9,16-Mar-11
79,RAGE,PC,5.2,3-Oct-11
79,CALL OF DUTY: BLACK OPS - ESCALATION,X360,5.2,3-May-11
79,DEAD SPACE: EXTRACTION,PS3,6.8,25-Jan-11
79,MIGHTY SWITCH FORCE!,3DS,7.8,22-Dec-11
79,FAT PRINCESS,PS3,8.4,30-Jul-09
79,HALFBRICK ECHOES,PSP,6.8,19-Nov-09
79,FREE REALMS,PC,6.4,29-Apr-09
79,OUTRUN ONLINE ARCADE,X360,8.3,15-Apr-09
79,F.E.A.R. 2: PROJECT ORIGIN,PC,7.8,10-Feb-09
81,PAINKILLER,PC,8.1,12-Apr-04
81,GROWLANSER GENERATIONS,PS2,7.7,7-Dec-04
81,PHANTOM BRAVE,PS2,7.9,31-Aug-04
81,NFL STREET,GC,8.2,13-Jan-04
81,CHESSMASTER 10TH EDITION,PC,7.5,12-Aug-04
81,KINGDOM UNDER FIRE: THE CRUSADERS,XBOX,8,12-Oct-04
79,MADDEN NFL 12,PS3,5.5,30-Aug-11
78,YAKUZA 4,PS3,8.2,15-Mar-11
78,INFAMOUS: FESTIVAL OF BLOOD,PS3,8.1,25-Oct-11
78,DRAGON QUEST VI: REALMS OF REVELATION,DS,8.4,14-Feb-11
78,THE TOMB RAIDER TRILOGY,PS3,8.1,22-Mar-11
79,RUNE FACTORY FRONTIER,WII,8.5,17-Mar-09
79,CRAYON PHYSICS DELUXE,PC,7.6,7-Jan-09
78,WWE SMACKDOWN VS. RAW 2010,WII,7.9,20-Oct-09
78,HASBRO FAMILY GAME NIGHT: YAHTZEE,X360,4.3,18-Mar-09
78,BROKEN SWORD: SHADOW OF THE TEMPLARS - THE DIRECTOR'S CUT,DS,8,24-Mar-09
78,THE HOUSE OF THE DEAD: OVERKILL,WII,8.7,10-Feb-09
81,ROLLERCOASTER TYCOON 3,PC,5.2,26-Oct-04
81,MARIO VS. DONKEY KONG,GBA,8.1,24-May-04
81,KOHAN II: KINGS OF WAR,PC,7.7,20-Sep-04
81,MX UNLEASHED,XBOX,8.6,17-Feb-04
81,MORTAL KOMBAT: DECEPTION,PS2,8.5,4-Oct-04
81,POKEMON FIRERED VERSION,GBA,8.7,7-Sep-04
81,MECHASSAULT 2: LONE WOLF,XBOX,7.5,28-Dec-04
78,SUPER STREET FIGHTER IV: ARCADE EDITION,X360,6.9,28-Jun-11
78,TWO WORLDS II: PIRATES OF THE FLYING FORTRESS,PC,7.5,30-Sep-11
78,CALL OF DUTY: BLACK OPS - FIRST STRIKE,X360,6.4,1-Feb-11
78,CHIME SUPER DELUXE,PS3,7.6,29-Mar-11
78,BANGAI-O HD: MISSILE FURY,X360,7.4,4-May-11
78,DISSIDIA 012: DUODECIM FINAL FANTASY,PSP,8.7,21-Mar-11
78,SHIN MEGAMI TENSEI: DEVIL SURVIVOR OVERCLOCKED,3DS,4.8,23-Aug-11
78,BIG BANG MINI,DS,8.2,21-Jan-09
78,CASTLEVANIA: THE ADVENTURE REBIRTH,WII,8.8,28-Dec-09
78,CLOSURE,PC,6.6,1-Jan-09
78,LEAGUE OF LEGENDS,PC,5.5,27-Oct-09
78,ASPHALT 4: ELITE RACING,DS,8,6-Jul-09
78,CALL OF DUTY CLASSIC,PS3,7.6,3-Dec-09
81,POKEMON LEAFGREEN VERSION,GBA,8.3,7-Sep-04
81,TOCA RACE DRIVER 2: THE ULTIMATE RACING SIMULATOR,PC,7.7,13-Apr-04
81,"CODENAME: PANZERS, PHASE ONE",PC,8.8,30-Sep-04
80,MARIO POWER TENNIS,GC,8.5,8-Nov-04
78,ACE COMBAT: ASSAULT HORIZON,X360,6.2,11-Oct-11
78,CALL OF DUTY: BLACK OPS - ANNIHILATION,X360,5,28-Jun-11
77,TOM CLANCY'S GHOST RECON: SHADOW WARS,3DS,7.9,22-Mar-11
77,YOUR SHAPE FITNESS EVOLVED 2012,X360,7.6,8-Nov-11
77,ANGRY BIRDS,PSP,3.3,4-Jan-11
77,FINAL FANTASY IV: THE COMPLETE COLLECTION,PSP,9,18-Apr-11
77,SHADOWS OF THE DAMNED,PS3,8.1,21-Jun-11
78,BUST-A-MOVE LIVE!,X360,tbd,30-Sep-09
78,MLB 09: THE SHOW,PSP,6.9,3-Mar-09
78,SHIN MEGAMI TENSEI: PERSONA,PSP,3.5,22-Sep-09
78,NEW PLAY CONTROL! DONKEY KONG JUNGLE BEAT,WII,8.6,4-May-09
78,CRIMSON GEM SAGA,PSP,7.5,26-May-09
78,WINGS OF PREY,PC,7.6,25-Dec-09
78,THE MAGIC OBELISK,WII,6.3,28-Dec-09
80,HOT SHOTS GOLF FORE!,PS2,8.4,17-Aug-04
80,MEDAL OF HONOR: PACIFIC ASSAULT,PC,7.1,4-Nov-04
80,FULL SPECTRUM WARRIOR,PC,7,21-Sep-04
80,BATEN KAITOS: ETERNAL WINGS AND THE LOST OCEAN,GC,8.5,16-Nov-04
80,FINAL FANTASY CRYSTAL CHRONICLES,GC,8.8,9-Feb-04
80,WWE SMACKDOWN! VS. RAW,PS2,8.7,2-Nov-04
77,GEARS OF WAR 3: RAAM'S SHADOW,X360,7.8,13-Dec-11
77,MEN OF WAR: ASSAULT SQUAD,PC,8.1,25-Feb-11
77,MOTORSTORM: APOCALYPSE,PS3,7.7,3-May-11
77,DODONPACHI RESURRECTION,X360,8.4,4-Nov-11
77,KIRBY'S RETURN TO DREAM LAND,WII,8.6,24-Oct-11
77,3D CLASSICS: KIRBY'S ADVENTURE,3DS,7.9,17-Nov-11
78,MYSIMS AGENTS,WII,8.4,29-Sep-09
78,NANCY DREW: THE RANSOM OF THE SEVEN SHIPS,PC,8.6,14-Jul-09
78,GRAND SLAM TENNIS,WII,7.5,8-Jun-09
78,FALLOUT 3: THE PITT,PC,6.8,24-Mar-09
77,EXCITEBOTS: TRICK RACING,WII,8.6,20-Apr-09
77,POP ISLAND,DS,tbd,7-Dec-09
77,ARMA II,PC,7.5,26-Jun-09
77,CALL OF JUAREZ: BOUND IN BLOOD,X360,7.6,30-Jun-09
77,ZENO CLASH,PC,7.8,21-Apr-09
80,GROUND CONTROL II: OPERATION EXODUS,PC,8.1,23-Jun-04
80,FRITZ 8 DELUXE,PC,6.7,1-Dec-04
80,KARAOKE REVOLUTION,XBOX,8.5,10-Nov-04
80,VAMPIRE: THE MASQUERADE - BLOODLINES,PC,8.9,16-Nov-04
80,STAR WARS: BATTLEFRONT,XBOX,8.4,20-Sep-04
80,DONKEY KONG COUNTRY 2,GBA,8.9,15-Nov-04
77,FABLE III: TRAITOR'S KEEP QUEST PACK,X360,7.8,1-Mar-11
77,ROCKSMITH,X360,8.2,18-Oct-11
77,MIGHT & MAGIC: HEROES VI,PC,6,13-Oct-11
77,MLB 11: THE SHOW,PSP,6,7-Mar-11
77,SKYDRIFT,X360,8,7-Sep-11
77,ART STYLE: BASE 10,DS,tbd,6-Jul-09
77,TALES OF MONKEY ISLAND CHAPTER 2: THE SIEGE OF SPINNER CAY,PC,7.5,20-Aug-09
77,HEARTS OF IRON III,PC,7.1,7-Aug-09
77,THE VOID,PC,8.2,15-Dec-09
77,RISE OF FLIGHT: THE FIRST GREAT AIR WAR,PC,7.6,29-Jun-09
77,RETRO GAME CHALLENGE,DS,7.3,10-Feb-09
77,NEW PLAY CONTROL! PIKMIN,WII,8.6,9-Mar-09
80,THE SUFFERING,PC,8.2,8-Jun-04
80,GISH,PC,7.1,17-Sep-04
80,NCAA MARCH MADNESS 2005,XBOX,7.8,17-Nov-04
80,YOURSELF!FITNESS,XBOX,7.9,27-Sep-04
80,KIRBY & THE AMAZING MIRROR,GBA,8.8,18-Oct-04
80,STAR OCEAN: TILL THE END OF TIME,PS2,8.5,31-Aug-04
79,R-TYPE FINAL,PS2,8.7,3-Feb-04
77,TROPICO 4,X360,7.4,18-Oct-11
77,THE GUNSTRINGER,X360,8.1,13-Sep-11
77,PRO EVOLUTION SOCCER 2012,PC,6.4,27-Sep-11
77,THE ADVENTURES OF SHUGGY,X360,8.2,15-Jun-11
77,XENONAUTS,PC,7.9,4-Nov-11
77,MAGIC: THE GATHERING - DUELS OF THE PLANESWALKERS 2012,PC,5.8,15-Jun-11
77,UNO RUSH,X360,7.2,25-Mar-09
79,OTOGI 2: IMMORTAL WARRIORS,XBOX,8.3,21-Oct-04
79,RETURN TO MYSTERIOUS ISLAND,PC,7.7,2-Nov-04
79,FINAL FANTASY I & II: DAWN OF SOULS,GBA,7,29-Nov-04
79,LA PUCELLE: TACTICS,PS2,8.6,4-May-04
79,MTV MUSIC GENERATOR 3: THIS IS THE REMIX,XBOX,5.4,22-Jun-04
77,THE SIMS MEDIEVAL,PC,6,22-Mar-11
77,FULL HOUSE POKER,X360,6.7,16-Mar-11
77,DRAGON QUEST MONSTERS: JOKER 2,DS,7.4,19-Sep-11
79,WWE DAY OF RECKONING,GC,8.9,30-Aug-04
79,OUTRUN2,XBOX,8.8,25-Oct-04
79,METAL SLUG ADVANCE,GBA,8.5,2-Dec-04
79,HARVEST MOON: A WONDERFUL LIFE,GC,8.5,16-Mar-04
79,SONIC ADVANCE 3,GBA,8.3,7-Jun-04
76,INSANELY TWISTED SHADOW PLANET,X360,7.9,3-Aug-11
76,FROM DUST,PC,4.9,17-Aug-11
76,GATLING GEARS,PS3,7.4,28-Jun-11
76,HALF-MINUTE HERO: SUPER MEGA NEO CLIMAX,X360,8,29-Jun-11
78,DANCE DANCE REVOLUTION ULTRAMIX 2,XBOX,7.1,18-Nov-04
78,ALIEN HOMINID,GC,8.2,23-Nov-04
78,WADE HIXTON'S COUNTER PUNCH,GBA,7.8,15-Mar-04
76,SHIFT EXTENDED,PSP,7.5,18-Jan-11
76,SOLATOROBO: RED THE HUNTER,DS,8.3,27-Sep-11
79,SOULCALIBUR,X360,8.4,2-Jul-08
79,TRAUMA CENTER: UNDER THE KNIFE 2,DS,8.5,2-Jul-08
79,MIDNIGHT CLUB: LA REMIX,PSP,8.7,20-Oct-08
79,ASSASSIN'S CREED: DIRECTOR'S CUT EDITION,PC,7.5,8-Apr-08
79,STRONG BAD'S COOL GAME FOR ATTRACTIVE PEOPLE EPISODE 3: BADDEST OF THE BANDS,PC,7.3,27-Oct-08
79,MIRROR'S EDGE,X360,7.6,11-Nov-08
79,SAM & MAX EPISODE 203: NIGHT OF THE RAVING DEAD,PC,7.7,12-Feb-08
79,FLATOUT: ULTIMATE CARNAGE,PC,7.6,26-Aug-08
79,KING'S BOUNTY: THE LEGEND,PC,8.7,23-Sep-08
79,TALES OF VESPERIA,X360,8.6,26-Aug-08
78,DISGAEA 3: ABSENCE OF JUSTICE,PS3,7.4,26-Aug-08
78,LOST ODYSSEY,X360,8.4,12-Feb-08
78,SIREN: BLOOD CURSE,PS3,8.1,24-Jul-08
78,ROBOCALYPSE,DS,8.2,17-Nov-08
78,AGE OF EMPIRES: MYTHOLOGIES,DS,6.8,24-Nov-08
78,SHAUN WHITE SNOWBOARDING: ROAD TRIP,WII,8.7,16-Nov-08
78,TOM CLANCY'S RAINBOW SIX: VEGAS 2,PC,7.3,15-Apr-08
78,"BLAST WORKS: BUILD, TRADE, DESTROY",WII,7.7,11-Jun-08
78,SOUL BUBBLES,DS,8,10-Jun-08
78,ANNO 1701: DAWN OF DISCOVERY,DS,7.4,4-Mar-08
78,CRASH COMMANDO,PS3,8.6,18-Dec-08
78,PENUMBRA: BLACK PLAGUE,PC,8.6,12-Feb-08
78,BEJEWELED TWIST,PC,7.3,27-Oct-08
78,DRAGON BALL: ORIGINS,DS,7.6,4-Nov-08
78,A KINGDOM FOR KEFLINGS,X360,6.9,19-Nov-08
78,WARIO LAND: SHAKE IT!,WII,8.4,22-Sep-08
78,LEGO INDIANA JONES: THE ORIGINAL ADVENTURES,WII,6.8,3-Jun-08
77,UEFA EURO 2008,PS2,4.3,19-May-08
77,YAKUZA 2,PS2,8.5,9-Sep-08
77,MEGA MAN 9,PS3,7.1,25-Sep-08
77,NBA LIVE 09,X360,7.5,7-Oct-08
77,BANJO-KAZOOIE,X360,8.2,3-Dec-08
77,FIFA SOCCER 09,PC,6.8,14-Oct-08
77,RUNE FACTORY 2: A FANTASY HARVEST MOON,DS,8,18-Nov-08
77,THE LAST GUY,PS3,6.8,28-Aug-08
77,ARCANA HEART,PS2,8.1,10-Apr-08
77,DOWNSTREAM PANIC!,PSP,tbd,5-Feb-08
